dimension,value,papers,papers_present,paper_prevalence,conference_equal_paper_prevalence,object_count,object_share,paper_normalized_object_share,conference_equal_paper_normalized_share
module,appendix Q/ablation,250,1,0.004,0.003333,2,0.00037,0.0008,0.000667
module,appendix R/results,250,1,0.004,0.003333,1,0.000185,0.0004,0.000333
module,appendix S/limitations,250,1,0.004,0.003333,1,0.000185,0.0004,0.000333
module,appendix ablation / Appendix E.4 Ablations,250,1,0.004,0.005,2,0.00037,0.0008,0.001
module,appendix floats / interface mappings,250,1,0.004,0.005,6,0.001111,0.000727,0.000909
module,appendix method / implementation pipeline,250,1,0.004,0.005,1,0.000185,0.000154,0.000192
module,appendix results / Appendix E.1 ResNet-20 on CIFAR-10,250,1,0.004,0.005,1,0.000185,0.0004,0.0005
module,appendix results / Appendix E.2 Continual Pretraining,250,1,0.004,0.005,1,0.000185,0.0004,0.0005
module,appendix results / Appendix E.3 Finetuning,250,1,0.004,0.005,1,0.000185,0.0004,0.0005
module,appendix.D.1,250,1,0.004,0.005,1,0.000185,0.0004,0.0005
module,appendix.D.2,250,1,0.004,0.005,1,0.000185,0.0004,0.0005
module,appendix.D.3,250,1,0.004,0.005,1,0.000185,0.0004,0.0005
module,appendix.D.4,250,1,0.004,0.005,1,0.000185,0.0004,0.0005
module,appendix.D.5,250,1,0.004,0.005,1,0.000185,0.0004,0.0005
module,appendix.D.6,250,1,0.004,0.005,1,0.000185,0.0004,0.0005
module,appendix/A,250,2,0.008,0.006667,2,0.00037,0.000554,0.000462
module,appendix/A.1,250,2,0.008,0.008333,3,0.000556,0.000733,0.00075
module,appendix/A.2,250,2,0.008,0.008333,5,0.000926,0.001067,0.001167
module,appendix/A.3,250,1,0.004,0.003333,1,0.000185,0.0004,0.000333
module,appendix/B,250,1,0.004,0.005,2,0.00037,0.000333,0.000417
module,appendix/B procedural data descriptions,250,1,0.004,0.005,1,0.000185,0.000108,0.000135
module,appendix/B.1,250,1,0.004,0.003333,2,0.00037,0.000308,0.000256
module,appendix/B.2,250,1,0.004,0.003333,1,0.000185,0.000154,0.000128
module,appendix/B.4,250,1,0.004,0.003333,2,0.00037,0.000308,0.000256
module,appendix/B.6,250,1,0.004,0.003333,2,0.00037,0.000308,0.000256
module,appendix/C,250,1,0.004,0.005,2,0.00037,0.000333,0.000417
module,appendix/C.1,250,1,0.004,0.003333,2,0.00037,0.000308,0.000256
module,appendix/C.2,250,1,0.004,0.003333,2,0.00037,0.000308,0.000256
module,appendix/C.3,250,1,0.004,0.003333,2,0.00037,0.000308,0.000256
module,appendix/C.4,250,1,0.004,0.003333,2,0.00037,0.000308,0.000256
module,appendix/C.5,250,1,0.004,0.003333,2,0.00037,0.000308,0.000256
module,appendix/C.6,250,1,0.004,0.003333,1,0.000185,0.000154,0.000128
module,appendix/E,250,1,0.004,0.003333,1,0.000185,0.0008,0.000667
module,appendix/E.1,250,1,0.004,0.005,3,0.000556,0.0005,0.000625
module,appendix/E.1 procedural pretraining,250,1,0.004,0.005,1,0.000185,0.000108,0.000135
module,appendix/E.2,250,1,0.004,0.005,2,0.00037,0.000333,0.000417
module,appendix/E.3,250,1,0.004,0.005,1,0.000185,0.000167,0.000208
module,appendix/F,250,1,0.004,0.005,1,0.000185,0.000167,0.000208
module,appendix/F.1 attention entropy analysis,250,1,0.004,0.005,3,0.000556,0.000324,0.000405
module,appendix/F.2 weight perturbation controls,250,1,0.004,0.005,2,0.00037,0.000216,0.00027
module,appendix/G,250,1,0.004,0.005,1,0.000185,0.000167,0.000208
module,appendix/G procedural data hyperparameter grid search,250,1,0.004,0.005,2,0.00037,0.000216,0.00027
module,appendix/H longer sequences,250,1,0.004,0.005,1,0.000185,0.000108,0.000135
module,appendix/I transferability analysis,250,1,0.004,0.005,1,0.000185,0.000108,0.000135
module,appendix/J vocabulary size,250,1,0.004,0.005,1,0.000185,0.000108,0.000135
module,appendix/K weight decay ablation,250,1,0.004,0.005,1,0.000185,0.000108,0.000135
module,appendix/L scaling,250,1,0.004,0.005,2,0.00037,0.000216,0.00027
module,appendix/M.1 downstream fine-tuning,250,1,0.004,0.005,2,0.00037,0.000216,0.00027
module,appendix/M.2 zero-shot results,250,1,0.004,0.005,1,0.000185,0.000108,0.000135
module,appendix/N.1 algorithmic reasoning,250,1,0.004,0.005,1,0.000185,0.000108,0.000135
module,appendix/N.1 layer transfer — ADDITION,250,1,0.004,0.005,1,0.000185,0.000108,0.000135
module,appendix/N.1 layer transfer — HAYSTACK,250,1,0.004,0.005,1,0.000185,0.000108,0.000135
module,appendix/N.1 layer transfer — REVERSED ADDITION,250,1,0.004,0.005,1,0.000185,0.000108,0.000135
module,appendix/N.1 layer transfer — SORTING,250,1,0.004,0.005,1,0.000185,0.000108,0.000135
module,appendix/N.1 perturbation controls,250,1,0.004,0.005,1,0.000185,0.000108,0.000135
module,appendix/N.2 semantic data — BLiMP,250,1,0.004,0.005,1,0.000185,0.000108,0.000135
module,appendix/N.2 semantic data — MLP-only transfer,250,1,0.004,0.005,1,0.000185,0.000108,0.000135
module,appendix/N.2 semantic data — code completion,250,1,0.004,0.005,1,0.000185,0.000108,0.000135
module,appendix/N.3 weight mixture,250,1,0.004,0.005,1,0.000185,0.000108,0.000135
module,appendix/community failure evidence,250,1,0.004,0.003333,1,0.000185,0.000308,0.000256
module,appendix/cross-model mechanism,250,1,0.004,0.003333,2,0.00037,0.000615,0.000513
module,appendix/global spectral context,250,1,0.004,0.003333,1,0.000185,0.000308,0.000256
module,appendix/temporal diagnostic,250,1,0.004,0.003333,1,0.000185,0.000308,0.000256
module,appendix/token diagnostic,250,1,0.004,0.003333,1,0.000185,0.000308,0.000256
module,appendix:A,250,1,0.004,0.003333,1,0.000185,0.000114,9.5e-05
module,appendix:A.4,250,1,0.004,0.003333,1,0.000185,0.000364,0.000303
module,appendix:A.7,250,1,0.004,0.003333,1,0.000185,0.000364,0.000303
module,appendix:A.8,250,1,0.004,0.003333,1,0.000185,0.000364,0.000303
module,appendix:A.9,250,1,0.004,0.003333,1,0.000185,0.000364,0.000303
module,appendix:B,250,1,0.004,0.005,1,0.000185,0.00019,0.000238
module,appendix:B.1,250,1,0.004,0.003333,1,0.000185,0.000114,9.5e-05
module,appendix:B.11,250,1,0.004,0.003333,2,0.00037,0.000229,0.00019
module,appendix:B.3,250,1,0.004,0.003333,1,0.000185,0.000114,9.5e-05
module,appendix:C,250,1,0.004,0.005,3,0.000556,0.000571,0.000714
module,appendix:D,250,2,0.008,0.006667,3,0.000556,0.000325,0.000271
module,appendix:D.3,250,1,0.004,0.003333,1,0.000185,0.000267,0.000222
module,appendix:D.5,250,1,0.004,0.003333,4,0.000741,0.001067,0.000889
module,appendix:E,250,2,0.008,0.008333,2,0.00037,0.000305,0.000333
module,appendix:F,250,2,0.008,0.006667,2,0.00037,0.00022,0.000183
module,appendix:G,250,2,0.008,0.006667,2,0.00037,0.00022,0.000183
module,appendix:H,250,2,0.008,0.006667,8,0.001481,0.000905,0.000754
module,appendix:H.4,250,1,0.004,0.005,1,0.000185,9.8e-05,0.000122
module,appendix:H.5,250,1,0.004,0.005,1,0.000185,9.8e-05,0.000122
module,appendix:I,250,1,0.004,0.003333,7,0.001296,0.0008,0.000667
module,appendix:I.2,250,1,0.004,0.005,1,0.000185,9.8e-05,0.000122
module,appendix:I.4,250,1,0.004,0.005,1,0.000185,9.8e-05,0.000122
module,appendix:I.5,250,1,0.004,0.005,2,0.00037,0.000195,0.000244
module,appendix:J,250,1,0.004,0.003333,1,0.000185,0.000114,9.5e-05
module,appendix:J.2,250,1,0.004,0.005,1,0.000185,9.8e-05,0.000122
module,appendix:J.3,250,1,0.004,0.005,1,0.000185,9.8e-05,0.000122
module,appendix:J.4,250,1,0.004,0.005,1,0.000185,9.8e-05,0.000122
module,appendix:J.5,250,1,0.004,0.005,1,0.000185,9.8e-05,0.000122
module,appendix:K,250,2,0.008,0.006667,4,0.000741,0.00043,0.000358
module,appendix:K.2,250,1,0.004,0.005,1,0.000185,9.8e-05,0.000122
module,appendix:K.3,250,1,0.004,0.005,6,0.001111,0.000585,0.000732
module,appendix:L.1,250,1,0.004,0.005,3,0.000556,0.000293,0.000366
module,appendix:L.2,250,1,0.004,0.005,3,0.000556,0.000293,0.000366
module,appendix:L.3,250,1,0.004,0.005,3,0.000556,0.000293,0.000366
module,appendix:M,250,1,0.004,0.003333,1,0.000185,0.000105,8.8e-05
module,appendix:M.1,250,1,0.004,0.005,1,0.000185,9.8e-05,0.000122
module,appendix:M.2,250,1,0.004,0.005,2,0.00037,0.000195,0.000244
module,appendix:M.3,250,1,0.004,0.005,2,0.00037,0.000195,0.000244
module,appendix:M.4,250,1,0.004,0.005,1,0.000185,9.8e-05,0.000122
module,appendix:N,250,1,0.004,0.003333,1,0.000185,0.000105,8.8e-05
module,appendix:P,250,1,0.004,0.003333,1,0.000185,0.000105,8.8e-05
module,appendix:Q,250,1,0.004,0.003333,2,0.00037,0.000211,0.000175
module,appendix:annotation,250,1,0.004,0.003333,1,0.000185,0.000105,8.8e-05
module,appendix:dataset_structure,250,1,0.004,0.003333,1,0.000185,0.000105,8.8e-05
module,appendix:failure_analysis,250,1,0.004,0.003333,1,0.000185,0.000105,8.8e-05
module,appendix:qualitative,250,1,0.004,0.003333,12,0.002222,0.001263,0.001053
module,appendix_A,250,1,0.004,0.003333,1,0.000185,0.00025,0.000208
module,appendix_A_newton_convergence,250,1,0.004,0.003333,1,0.000185,0.000211,0.000175
module,appendix_B,250,1,0.004,0.005,1,0.000185,0.000333,0.000417
module,appendix_B.1,250,1,0.004,0.003333,3,0.000556,0.00075,0.000625
module,appendix_B.6,250,1,0.004,0.003333,4,0.000741,0.000471,0.000392
module,appendix_B1,250,1,0.004,0.005,2,0.00037,0.000381,0.000476
module,appendix_B2,250,1,0.004,0.005,1,0.000185,0.00019,0.000238
module,appendix_B3,250,1,0.004,0.005,3,0.000556,0.000571,0.000714
module,appendix_B4,250,1,0.004,0.005,1,0.000185,0.00019,0.000238
module,appendix_B_benchmark_comparison,250,1,0.004,0.005,1,0.000185,0.000167,0.000208
module,appendix_B_chunk_size_ablation,250,1,0.004,0.003333,2,0.00037,0.000421,0.000351
module,appendix_B_memory_profiling,250,1,0.004,0.003333,1,0.000185,0.000211,0.000175
module,appendix_B_profiling_modalities,250,1,0.004,0.003333,2,0.00037,0.000421,0.000351
module,appendix_B_throughput,250,1,0.004,0.003333,1,0.000185,0.000211,0.000175
module,appendix_C,250,2,0.008,0.008333,2,0.00037,0.00044,0.000446
module,appendix_C.10,250,1,0.004,0.003333,1,0.000185,0.000118,9.8e-05
module,appendix_C.11,250,1,0.004,0.003333,5,0.000926,0.000588,0.00049
module,appendix_C.13,250,1,0.004,0.003333,2,0.00037,0.000235,0.000196
module,appendix_C.3,250,1,0.004,0.003333,3,0.000556,0.000353,0.000294
module,appendix_C.4,250,1,0.004,0.003333,2,0.00037,0.000235,0.000196
module,appendix_C.5,250,1,0.004,0.003333,1,0.000185,0.000118,9.8e-05
module,appendix_C.6,250,1,0.004,0.003333,1,0.000185,0.000118,9.8e-05
module,appendix_C.7,250,1,0.004,0.003333,1,0.000185,0.000118,9.8e-05
module,appendix_C.8,250,1,0.004,0.003333,2,0.00037,0.000235,0.000196
module,appendix_C.9,250,1,0.004,0.003333,1,0.000185,0.000118,9.8e-05
module,appendix_C.9.1,250,1,0.004,0.003333,3,0.000556,0.000353,0.000294
module,appendix_C1,250,1,0.004,0.005,1,0.000185,0.00019,0.000238
module,appendix_C1_language_modeling,250,1,0.004,0.003333,5,0.000926,0.001053,0.000877
module,appendix_C_ggb_prompt,250,1,0.004,0.005,1,0.000185,0.000167,0.000208
module,appendix_C_parser_prompt,250,1,0.004,0.005,1,0.000185,0.000167,0.000208
module,appendix_C_vlm_prompt,250,1,0.004,0.005,1,0.000185,0.000167,0.000208
module,appendix_D,250,3,0.012,0.013333,3,0.000556,0.000774,0.000863
module,appendix_D2_solver_implementations,250,1,0.004,0.003333,2,0.00037,0.000421,0.000351
module,appendix_D_category_scores,250,1,0.004,0.005,1,0.000185,0.000167,0.000208
module,appendix_E,250,2,0.008,0.006667,2,0.00037,0.000536,0.000446
module,appendix_E.1,250,1,0.004,0.003333,2,0.00037,0.000571,0.000476
module,appendix_E.2,250,1,0.004,0.003333,2,0.00037,0.000571,0.000476
module,appendix_E_ggbench,250,1,0.004,0.005,1,0.000185,0.000167,0.000208
module,appendix_F.1.1,250,1,0.004,0.003333,1,0.000185,0.000286,0.000238
module,appendix_F.1.2,250,1,0.004,0.003333,2,0.00037,0.000571,0.000476
module,appendix_F.2,250,1,0.004,0.003333,2,0.00037,0.000571,0.000476
module,appendix_F.3,250,1,0.004,0.003333,1,0.000185,0.000286,0.000238
module,appendix_F_cases,250,1,0.004,0.005,5,0.000926,0.000833,0.001042
module,appendix_G,250,1,0.004,0.003333,1,0.000185,0.00025,0.000208
module,appendix_I,250,1,0.004,0.005,1,0.000185,0.000333,0.000417
module,appendix_J,250,1,0.004,0.005,1,0.000185,0.000333,0.000417
module,appendix_L,250,1,0.004,0.005,1,0.000185,0.000333,0.000417
module,appendix_ablation,250,1,0.004,0.005,1,0.000185,0.000138,0.000172
module,appendix_b_additional_experiments,250,1,0.004,0.005,3,0.000556,0.001714,0.002143
module,appendix_benchmark_comparison,250,1,0.004,0.005,1,0.000185,0.000148,0.000185
module,appendix_bias,250,1,0.004,0.005,2,0.00037,0.0005,0.000625
module,appendix_bmp_diagnostic,250,1,0.004,0.005,1,0.000185,0.000308,0.000385
module,appendix_bmp_setup,250,1,0.004,0.005,1,0.000185,0.000308,0.000385
module,appendix_brps_setup,250,1,0.004,0.005,1,0.000185,0.000308,0.000385
module,appendix_complexity,250,1,0.004,0.005,1,0.000185,0.000148,0.000185
module,appendix_consistency,250,1,0.004,0.005,1,0.000185,0.000148,0.000185
module,appendix_data_format,250,1,0.004,0.005,1,0.000185,0.000148,0.000185
module,appendix_efficiency,250,1,0.004,0.003333,1,0.000185,0.000364,0.000303
module,appendix_extensive_form_cfr,250,1,0.004,0.005,1,0.000185,0.000308,0.000385
module,appendix_extensive_form_hyperparameters,250,1,0.004,0.005,1,0.000185,0.000308,0.000385
module,appendix_failure,250,2,0.008,0.008333,3,0.000556,0.000546,0.000579
module,appendix_frequency,250,1,0.004,0.005,2,0.00037,0.0005,0.000625
module,appendix_g_overhead,250,1,0.004,0.003333,1,0.000185,0.001,0.000833
module,appendix_generalization,250,1,0.004,0.005,1,0.000185,0.000148,0.000185
module,appendix_h_usage_statistics,250,1,0.004,0.003333,1,0.000185,0.001,0.000833
module,appendix_harmfulness_distribution,250,1,0.004,0.005,2,0.00037,0.000296,0.00037
module,appendix_keyword_search,250,1,0.004,0.003333,2,0.00037,0.0005,0.000417
module,appendix_latent_ablation,250,1,0.004,0.003333,1,0.000185,0.00025,0.000208
module,appendix_m_ne_setup,250,1,0.004,0.005,1,0.000185,0.000308,0.000385
module,appendix_memorization,250,1,0.004,0.003333,1,0.000185,0.000364,0.000303
module,appendix_models,250,1,0.004,0.005,1,0.000185,0.000148,0.000185
module,appendix_mu_sensitivity,250,1,0.004,0.005,1,0.000185,0.000308,0.000385
module,appendix_mu_trajectory_grid,250,1,0.004,0.005,1,0.000185,0.000308,0.000385
module,appendix_normal_form_comparison,250,1,0.004,0.005,1,0.000185,0.000308,0.000385
module,appendix_object_count,250,1,0.004,0.003333,3,0.000556,0.00075,0.000625
module,appendix_object_generation,250,1,0.004,0.003333,1,0.000185,0.00025,0.000208
module,appendix_qualitative,250,1,0.004,0.005,2,0.00037,0.000296,0.00037
module,appendix_results,250,1,0.004,0.005,17,0.003148,0.002345,0.002931
module,appendix_semantic_filtering,250,1,0.004,0.003333,1,0.000185,0.000364,0.000303
module,appendix_sensitivity,250,1,0.004,0.005,3,0.000556,0.000444,0.000556
module,appendix_taxonomy,250,1,0.004,0.005,2,0.00037,0.000296,0.00037
module,backend_generalization,250,1,0.004,0.003333,2,0.00037,0.000727,0.000606
module,bandit AvgUtil game CCE approximation,250,1,0.004,0.003333,1,0.000185,0.000333,0.000278
module,bandit AvgUtil regret,250,1,0.004,0.003333,1,0.000185,0.000333,0.000278
module,bandit InstUtil game CCE approximation,250,1,0.004,0.003333,1,0.000185,0.000333,0.000278
module,bandit InstUtil regret,250,1,0.004,0.003333,1,0.000185,0.000333,0.000278
module,case_study,250,1,0.004,0.003333,5,0.000926,0.000952,0.000794
module,character-training target,250,1,0.004,0.003333,1,0.000185,0.000143,0.000119
module,contribution and assumption summary,250,1,0.004,0.003333,1,0.000185,0.000333,0.000278
module,diagnostic,250,1,0.004,0.003333,1,0.000185,0.000182,0.000152
module,efficiency,250,3,0.012,0.01,3,0.000556,0.000433,0.000361
module,efficiency and latency,250,1,0.004,0.005,1,0.000185,0.000211,0.000263
module,evaluee prompt protocol,250,1,0.004,0.003333,1,0.000185,0.000143,0.000119
module,experimental_design,250,35,0.14,0.141667,60,0.011111,0.010935,0.011307
module,experimental_design / category comparison,250,1,0.004,0.005,1,0.000185,0.000154,0.000192
module,experimental_design/failure,250,1,0.004,0.003333,1,0.000185,0.000308,0.000256
module,experiments / downstream qualitative results,250,1,0.004,0.003333,1,0.000185,0.000182,0.000152
module,experiments / joint guidance ablation,250,1,0.004,0.003333,1,0.000185,0.000182,0.000152
module,experiments / joint guidance qualitative ablation,250,1,0.004,0.003333,1,0.000185,0.000182,0.000152
module,experiments / motion transfer reconstruction,250,1,0.004,0.003333,1,0.000185,0.000182,0.000152
module,experiments / novel-view synthesis,250,1,0.004,0.003333,1,0.000185,0.000182,0.000152
module,experiments / sparse attention ablation,250,1,0.004,0.003333,1,0.000185,0.000182,0.000152
module,experiments / sparse attention long-horizon ablation,250,1,0.004,0.003333,1,0.000185,0.000182,0.000152
module,experiments / streaming demonstration,250,1,0.004,0.003333,1,0.000185,0.000182,0.000152
module,experiments / track representation ablation,250,1,0.004,0.003333,1,0.000185,0.000182,0.000152
module,extensive_form_results,250,1,0.004,0.005,1,0.000185,0.000308,0.000385
module,feedback_sensitivity,250,1,0.004,0.003333,1,0.000185,0.000133,0.000111
module,full-information game CCE approximation,250,1,0.004,0.003333,1,0.000185,0.000333,0.000278
module,full-information regret,250,1,0.004,0.003333,1,0.000185,0.000333,0.000278
module,greenbeard robustness,250,1,0.004,0.003333,1,0.000185,0.000143,0.000119
module,human teleportation robustness,250,1,0.004,0.003333,1,0.000185,0.000143,0.000119
module,human validation,250,1,0.004,0.003333,1,0.000185,0.000143,0.000119
module,introduction,250,101,0.404,0.4,111,0.020556,0.023913,0.023229
module,introduction / abstract-side,250,1,0.004,0.005,1,0.000185,0.000333,0.000417
module,introduction / program-of-layers formulation,250,1,0.004,0.005,1,0.000185,0.000211,0.000263
module,introduction / system overview,250,1,0.004,0.003333,1,0.000185,0.000182,0.000152
module,introduction / §1,250,2,0.008,0.006667,2,0.00037,0.000615,0.000513
module,introduction / §1–2,250,1,0.004,0.003333,1,0.000185,0.000308,0.000256
module,introduction/diagnostic,250,1,0.004,0.003333,1,0.000185,0.000182,0.000152
module,judge comparison protocol,250,1,0.004,0.003333,1,0.000185,0.000143,0.000119
module,judge reflection protocol,250,1,0.004,0.003333,1,0.000185,0.000143,0.000119
module,judge scaffold ablation,250,1,0.004,0.003333,1,0.000185,0.000143,0.000119
module,keyword_search,250,1,0.004,0.003333,1,0.000185,0.00025,0.000208
module,large-population model identity,250,1,0.004,0.003333,1,0.000185,0.000143,0.000119
module,large-population ranking,250,1,0.004,0.003333,1,0.000185,0.000143,0.000119
module,latent alignment procedure,250,1,0.004,0.005,1,0.000185,0.000364,0.000455
module,limitations,250,5,0.02,0.018333,7,0.001296,0.001727,0.001527
module,macro_accuracy,250,1,0.004,0.003333,1,0.000185,0.000133,0.000111
module,main / teaser,250,1,0.004,0.003333,1,0.000185,0.00019,0.000159
module,main CIFAR-10 T2I mixture,250,1,0.004,0.003333,1,0.000185,0.000267,0.000222
module,main CIFAR-10 truncated StyleGAN2-Ada,250,1,0.004,0.003333,1,0.000185,0.000267,0.000222
module,main ImageNet-100 and RxRx1,250,1,0.004,0.003333,1,0.000185,0.000267,0.000222
module,main OOD comparison,250,1,0.004,0.005,1,0.000185,0.000211,0.000263
module,main in-distribution pass@k,250,1,0.004,0.005,1,0.000185,0.000211,0.000263
module,main model rankings,250,1,0.004,0.003333,1,0.000185,0.000143,0.000119
module,main results / MCTS search spaces,250,1,0.004,0.005,1,0.000185,0.000211,0.000263
module,main §6 Numerical experiments,250,1,0.004,0.005,2,0.00037,0.0016,0.002
module,main.method,250,1,0.004,0.005,1,0.000185,0.0004,0.0005
module,main.method.section-6,250,1,0.004,0.005,1,0.000185,0.0004,0.0005
module,main.results.section-7.1,250,1,0.004,0.005,1,0.000185,0.0004,0.0005
module,main.results.section-7.2,250,1,0.004,0.005,1,0.000185,0.0004,0.0005
module,main_results,250,1,0.004,0.003333,3,0.000556,0.001091,0.000909
module,mechanism,250,1,0.004,0.003333,2,0.00037,0.000242,0.000202
module,method,250,156,0.624,0.621667,276,0.051111,0.055291,0.055257
module,method / Sections 2–3,250,1,0.004,0.005,1,0.000185,0.0004,0.0005
module,method / agent–environment loop,250,1,0.004,0.003333,1,0.000185,0.000174,0.000145
module,method / attention mechanism,250,1,0.004,0.003333,1,0.000185,0.000182,0.000152
module,method / model architecture and training,250,1,0.004,0.003333,1,0.000185,0.000182,0.000152
module,method / overall framework,250,1,0.004,0.003333,1,0.000185,0.000333,0.000278
module,method / six-app appearance examples,250,1,0.004,0.003333,1,0.000185,0.000174,0.000145
module,method / §1–§2 framework,250,1,0.004,0.003333,1,0.000185,0.000333,0.000278
module,method / §3 Problem Setting,250,1,0.004,0.005,2,0.00037,0.0016,0.002
module,method / §3.1,250,1,0.004,0.003333,1,0.000185,0.000308,0.000256
module,method / §3.1–§3.2,250,1,0.004,0.005,1,0.000185,0.00025,0.000313
module,method / §3.2,250,1,0.004,0.003333,1,0.000185,0.000308,0.000256
module,method / §3.5,250,1,0.004,0.005,1,0.000185,0.00025,0.000313
module,method / §4.1 Augmented Markov Decision Process,250,1,0.004,0.005,1,0.000185,0.0008,0.001
module,method / §4.1–4.2,250,1,0.004,0.003333,1,0.000185,0.000308,0.000256
module,method / §4.3,250,1,0.004,0.003333,1,0.000185,0.000308,0.000256
module,method motivation / MCTS versus PoLAR,250,1,0.004,0.005,1,0.000185,0.000211,0.000263
module,method overview,250,1,0.004,0.003333,1,0.000185,0.000143,0.000119
module,method schematic,250,1,0.004,0.005,1,0.000185,0.000364,0.000455
module,method/4.2 Distributed Ring Sampler,250,1,0.004,0.003333,1,0.000185,0.000444,0.00037
module,method/background,250,1,0.004,0.003333,1,0.000185,0.0004,0.000333
module,method/background/3.2,250,1,0.004,0.003333,1,0.000185,0.0004,0.000333
module,method/theory,250,2,0.008,0.008333,2,0.00037,0.000482,0.000474
module,method_interface / motivating example,250,1,0.004,0.005,1,0.000185,0.000154,0.000192
module,methodology,250,1,0.004,0.005,1,0.000185,0.000333,0.000417
module,model identity and reproduction,250,1,0.004,0.003333,1,0.000185,0.000143,0.000119
module,model-population robustness,250,1,0.004,0.003333,1,0.000185,0.000143,0.000119
module,monkey M1 alignment and mechanism,250,1,0.004,0.005,1,0.000185,0.000364,0.000455
module,monkey M1 beta ablation,250,1,0.004,0.005,1,0.000185,0.000364,0.000455
module,mouse voltage-imaging result,250,1,0.004,0.005,1,0.000185,0.000364,0.000455
module,noise-model ablation,250,1,0.004,0.003333,1,0.000185,0.000333,0.000278
module,normal_form_dynamics,250,1,0.004,0.005,1,0.000185,0.000308,0.000385
module,online learning and equilibrium motivation,250,1,0.004,0.003333,1,0.000185,0.000333,0.000278
module,ood_generalization,250,1,0.004,0.003333,1,0.000185,0.000133,0.000111
module,other,250,3,0.012,0.011667,4,0.000741,0.001014,0.000984
module,permutation complexity and seed distributions,250,1,0.004,0.005,1,0.000185,0.000364,0.000455
module,persona prompts,250,1,0.004,0.003333,1,0.000185,0.000143,0.000119
module,persona trust matrix,250,1,0.004,0.003333,1,0.000185,0.000143,0.000119
module,persona_comparison,250,1,0.004,0.003333,1,0.000185,0.000133,0.000111
module,policy_training,250,1,0.004,0.003333,2,0.00037,0.000267,0.000222
module,preliminary_persona,250,1,0.004,0.003333,1,0.000185,0.000133,0.000111
module,prompt_templates,250,1,0.004,0.003333,7,0.001296,0.000933,0.000778
module,prompted dispositions,250,1,0.004,0.003333,1,0.000185,0.000143,0.000119
module,prototype_analysis,250,1,0.004,0.003333,4,0.000741,0.000533,0.000444
module,prototype_distribution,250,1,0.004,0.003333,2,0.00037,0.000267,0.000222
module,prototype_sensitivity,250,1,0.004,0.003333,1,0.000185,0.000133,0.000111
module,qualitative_analysis,250,1,0.004,0.003333,2,0.00037,0.000267,0.000222
module,related-work positioning,250,1,0.004,0.003333,1,0.000185,0.000143,0.000119
module,related_work,250,12,0.048,0.043333,13,0.002407,0.003742,0.003302
module,reproduction,250,1,0.004,0.003333,6,0.001111,0.000727,0.000606
module,results,250,196,0.784,0.783333,893,0.16537,0.175486,0.179024
module,results / 10B-token training,250,1,0.004,0.003333,1,0.000185,0.000222,0.000185
module,results / 4.1 Analytical BBP Transition,250,1,0.004,0.003333,2,0.00037,0.0008,0.000667
module,results / 4.2 Numerical Simulations and Finite N BBP Transition,250,1,0.004,0.003333,2,0.00037,0.0008,0.000667
module,results / 4B downstream and long-context evaluation,250,1,0.004,0.003333,1,0.000185,0.000333,0.000278
module,results / CAR EVALUATION ISE,250,1,0.004,0.005,1,0.000185,0.000364,0.000455
module,results / GPT-2 training,250,1,0.004,0.003333,2,0.00037,0.000444,0.00037
module,results / MNIST local attribution,250,1,0.004,0.005,1,0.000185,0.000364,0.000455
module,results / MNIST rank-budget performance,250,1,0.004,0.005,1,0.000185,0.000364,0.000455
module,results / MUSHROOMS global feature importance,250,1,0.004,0.005,1,0.000185,0.000364,0.000455
module,results / ModPTask,250,1,0.004,0.003333,1,0.000185,0.001,0.000833
module,results / NURSERY ISE,250,1,0.004,0.005,1,0.000185,0.000364,0.000455
module,results / POKER HAND global feature importance,250,1,0.004,0.005,1,0.000185,0.000364,0.000455
module,results / Section 4.1 Logistic Regression,250,1,0.004,0.005,2,0.00037,0.0008,0.001
module,results / Section 4.2 Language Model Pretraining,250,1,0.004,0.005,1,0.000185,0.0004,0.0005
module,results / Section 4.3 Image Classification with ResNets,250,1,0.004,0.005,1,0.000185,0.0004,0.0005
module,results / Section 6.1 Creative writing rubric,250,1,0.004,0.005,1,0.000185,0.000364,0.000455
module,results / Section 6.1 Main Results,250,1,0.004,0.005,2,0.00037,0.000727,0.000909
module,results / Section 6.1 Reasoning benchmarks,250,1,0.004,0.005,2,0.00037,0.000727,0.000909
module,results / SimpleTask,250,1,0.004,0.003333,1,0.000185,0.001,0.000833
module,results / aggregate comparison,250,1,0.004,0.005,1,0.000185,0.000154,0.000192
module,results / appearance and content slices,250,1,0.004,0.003333,1,0.000185,0.000174,0.000145
module,results / categorical dataset setup,250,1,0.004,0.005,1,0.000185,0.000364,0.000455
module,results / convergence,250,1,0.004,0.003333,1,0.000185,0.000222,0.000185
module,results / cross-model RULER extension,250,1,0.004,0.003333,1,0.000185,0.000333,0.000278
module,results / efficiency and cost,250,1,0.004,0.005,1,0.000185,0.000154,0.000192
module,results / from-scratch sliding-window perplexity,250,1,0.004,0.003333,1,0.000185,0.000333,0.000278
module,results / hardmax mechanism probe,250,1,0.004,0.003333,1,0.000185,0.001,0.000833
module,results / in-context k-gram,250,1,0.004,0.003333,1,0.000185,0.001,0.000833
module,results / inference_scaling,250,1,0.004,0.003333,2,0.00037,0.0005,0.000417
