left_dimension,left_value,right_dimension,right_value,eligible_papers,papers_present,paper_prevalence_within_left,denominator_objects,object_count,conditional_object_share,paper_normalized_conditional_share,conference_equal_paper_normalized_conditional_share
kind,figure,module,results / Section 4.2 Language Model Pretraining,246,1,0.004065,3071,1,0.000326,0.000452,0.000567
kind,figure,module,results / Section 4.3 Image Classification with ResNets,246,1,0.004065,3071,1,0.000326,0.000452,0.000567
kind,figure,module,results / Section 6.1 Main Results,246,1,0.004065,3071,2,0.000651,0.00271,0.003401
kind,figure,module,results / SimpleTask,246,1,0.004065,3071,1,0.000326,0.001016,0.000845
kind,figure,module,results / appearance and content slices,246,1,0.004065,3071,1,0.000326,0.000407,0.000338
kind,figure,module,results / convergence,246,1,0.004065,3071,1,0.000326,0.000226,0.000188
kind,figure,module,results / efficiency and cost,246,1,0.004065,3071,1,0.000326,0.000813,0.00102
kind,figure,module,results / from-scratch sliding-window perplexity,246,1,0.004065,3071,1,0.000326,0.001016,0.000845
kind,figure,module,results / hardmax mechanism probe,246,1,0.004065,3071,1,0.000326,0.001016,0.000845
kind,figure,module,results / in-context k-gram,246,1,0.004065,3071,1,0.000326,0.001016,0.000845
kind,figure,module,results / inference_scaling,246,1,0.004065,3071,1,0.000326,0.000339,0.000282
kind,figure,module,results / more results / ablation,246,1,0.004065,3071,1,0.000326,0.000581,0.000729
kind,figure,module,results / more results / hyperparameters,246,1,0.004065,3071,1,0.000326,0.000581,0.000729
kind,figure,module,results / more results / trade-off,246,1,0.004065,3071,1,0.000326,0.000581,0.000729
kind,figure,module,results / qualitative_analysis,246,1,0.004065,3071,1,0.000326,0.000339,0.000282
kind,figure,module,results / real-robot,246,1,0.004065,3071,1,0.000326,0.000581,0.000729
kind,figure,module,results / scaling,246,1,0.004065,3071,1,0.000326,0.000339,0.000282
kind,figure,module,results / success range by agent,246,1,0.004065,3071,1,0.000326,0.000407,0.000338
kind,figure,module,results / tool_usage,246,1,0.004065,3071,1,0.000326,0.000339,0.000282
kind,figure,module,results / training_efficiency,246,1,0.004065,3071,1,0.000326,0.000339,0.000282
kind,figure,module,results / within-app versus across-version STD,246,1,0.004065,3071,1,0.000326,0.000407,0.000338
kind,figure,module,results / §3.1.2 Chess results,246,1,0.004065,3071,1,0.000326,0.000452,0.000375
kind,figure,module,results / §3.1–3.2,246,1,0.004065,3071,1,0.000326,0.000581,0.000483
kind,figure,module,results / §3.2.2 E-Commerce,246,1,0.004065,3071,1,0.000326,0.000452,0.000375
kind,figure,module,results / §3.3 HotpotQA,246,1,0.004065,3071,1,0.000326,0.000452,0.000375
kind,figure,module,results / §4 Experimental Evaluations,246,1,0.004065,3071,2,0.000651,0.000813,0.00102
kind,figure,module,results / §4 Experimental Evaluations / Bayesian,246,1,0.004065,3071,1,0.000326,0.000407,0.00051
kind,figure,module,results / §4.2,246,2,0.00813,3071,2,0.000651,0.000903,0.000942
kind,figure,module,results / §4.2 OS tuning,246,1,0.004065,3071,1,0.000326,0.000452,0.000375
kind,figure,module,results / §5.1,246,1,0.004065,3071,1,0.000326,0.000581,0.000483
kind,figure,module,results / §5.2.1 Cancer therapy,246,1,0.004065,3071,1,0.000326,0.000813,0.000676
kind,figure,module,results / §5.3 quantile regression,246,1,0.004065,3071,1,0.000326,0.000813,0.000676
kind,figure,module,results / §5.4 Visualization Results,246,1,0.004065,3071,1,0.000326,0.000581,0.000483
kind,figure,module,results preview / abstract,246,1,0.004065,3071,1,0.000326,0.00037,0.000464
kind,figure,module,results/7.1,246,1,0.004065,3071,1,0.000326,0.000813,0.000676
kind,figure,module,results/ablation,246,1,0.004065,3071,1,0.000326,0.000678,0.000563
kind,figure,module,results/case_study,246,1,0.004065,3071,1,0.000326,0.000813,0.00102
kind,figure,module,results/failure_analysis,246,1,0.004065,3071,1,0.000326,0.000813,0.00102
kind,figure,module,results/mechanism,246,1,0.004065,3071,3,0.000977,0.000938,0.00078
kind,figure,module,results/method motivation,246,1,0.004065,3071,1,0.000326,0.001016,0.000845
kind,figure,module,results/qualitative,246,1,0.004065,3071,1,0.000326,0.001016,0.000845
kind,figure,module,results/section 3.1-3.2,246,1,0.004065,3071,1,0.000326,0.000339,0.000425
kind,figure,module,results/section 3.3,246,1,0.004065,3071,2,0.000651,0.000678,0.00085
kind,figure,module,results/section 4,246,1,0.004065,3071,1,0.000326,0.000339,0.000425
kind,figure,module,robustness,246,1,0.004065,3071,5,0.001628,0.000656,0.000545
kind,figure,module,stability and dimension ablation,246,1,0.004065,3071,1,0.000326,0.000407,0.000338
kind,figure,module,synthetic beta ablation,246,1,0.004065,3071,1,0.000326,0.000407,0.00051
kind,figure,module,synthetic dataset,246,1,0.004065,3071,1,0.000326,0.000407,0.00051
kind,figure,module,synthetic main comparison,246,1,0.004065,3071,1,0.000326,0.000407,0.00051
kind,figure,module,theory,246,40,0.162602,3071,59,0.019212,0.028015,0.02741
kind,figure,module,theory / optimal polynomial,246,1,0.004065,3071,1,0.000326,0.000226,0.000188
kind,figure,module,theory / §3.3,246,1,0.004065,3071,1,0.000326,0.000581,0.000483
kind,figure,module,theory / §8.1 MDPs with Partially Known Dynamics,246,1,0.004065,3071,1,0.000326,0.001355,0.001701
kind,figure,module,theory latent spaces,246,1,0.004065,3071,1,0.000326,0.000407,0.000338
kind,figure,module,theory/mechanism,246,1,0.004065,3071,1,0.000326,0.000313,0.00026
kind,figure,module,theory_mechanism,246,1,0.004065,3071,2,0.000651,0.000903,0.001134
kind,figure,module,§1 Introduction,246,1,0.004065,3071,1,0.000326,0.00037,0.000307
kind,figure,module,§2 Methodology — MoCA overview,246,1,0.004065,3071,1,0.000326,0.000813,0.00102
kind,figure,module,§2.1 Architecture,246,1,0.004065,3071,1,0.000326,0.000581,0.000483
kind,figure,module,§2.1 normalization-to-ellipse geometry,246,1,0.004065,3071,1,0.000326,0.00037,0.000307
kind,figure,module,§2.2 / motivating comparison,246,1,0.004065,3071,1,0.000326,0.000123,0.000155
kind,figure,module,§2.2 Eliciting Perception-Reasoning Decomposition,246,1,0.004065,3071,2,0.000651,0.001626,0.002041
kind,figure,module,§2.2 Irreducibility,246,1,0.004065,3071,1,0.000326,0.000508,0.000422
kind,figure,module,§2.2 UALM-Gen / post-training recipe,246,1,0.004065,3071,1,0.000326,0.000581,0.000483
kind,figure,module,§2.2 cross-model identification,246,1,0.004065,3071,1,0.000326,0.00037,0.000307
kind,figure,module,§2.4 Structured Verbal Verification,246,1,0.004065,3071,1,0.000326,0.000813,0.00102
kind,figure,module,§2.4.1 Multimodal reasoning for audio generation,246,1,0.004065,3071,1,0.000326,0.000581,0.000483
kind,figure,module,§3 Flow Sampling method interface,246,1,0.004065,3071,1,0.000326,0.000813,0.00102
kind,figure,module,§3 method / interleaved pattern,246,1,0.004065,3071,1,0.000326,0.000407,0.000338
kind,figure,module,§3 method / unified architecture,246,1,0.004065,3071,1,0.000326,0.000407,0.000338
kind,figure,module,§3.1 sample-count ablation,246,1,0.004065,3071,1,0.000326,0.00037,0.000307
kind,figure,module,§3.1 smoothing and ellipse-fitting ablation,246,1,0.004065,3071,1,0.000326,0.00037,0.000307
kind,figure,module,§3.2 Language model-based text-to-audio generation results,246,1,0.004065,3071,1,0.000326,0.000581,0.000483
kind,figure,module,§3.2 method interface,246,1,0.004065,3071,1,0.000326,0.000123,0.000155
kind,figure,module,§3.2 policy training,246,1,0.004065,3071,1,0.000326,0.000123,0.000155
kind,figure,module,§3.2–§3.3 Path ranks and edge ranks,246,1,0.004065,3071,1,0.000326,0.000508,0.000422
kind,figure,module,§3.3 Multimodal pre-training results,246,1,0.004065,3071,1,0.000326,0.000581,0.000483
kind,figure,module,§3.3 ellipsoid-fitting runtime,246,1,0.004065,3071,1,0.000326,0.00037,0.000307
kind,figure,module,§4 Graphical Characterization,246,1,0.004065,3071,1,0.000326,0.000508,0.000422
kind,figure,module,§4 ellipse signatures as message authentication codes,246,1,0.004065,3071,1,0.000326,0.00037,0.000307
kind,figure,module,§4.1 / EditVerseBench taxonomy,246,1,0.004065,3071,1,0.000326,0.000407,0.000338
kind,figure,module,§4.1 Gaussian projections at alignment plateau,246,1,0.004065,3071,1,0.000326,0.00037,0.000307
kind,figure,module,§4.1 mechanism,246,1,0.004065,3071,1,0.000326,0.000123,0.000155
kind,figure,module,§4.1 test-time control,246,1,0.004065,3071,1,0.000326,0.000123,0.000155
kind,figure,module,§4.1–§4.2 main results,246,1,0.004065,3071,1,0.000326,0.000123,0.000155
kind,figure,module,§4.2 / EditVerseBench user study,246,1,0.004065,3071,1,0.000326,0.000407,0.000338
kind,figure,module,§4.2 / ground-truth comparison,246,1,0.004065,3071,1,0.000326,0.000407,0.000338
kind,figure,module,§4.2 / qualitative method comparison,246,1,0.004065,3071,1,0.000326,0.000407,0.000338
kind,figure,module,§4.2 Experiments and Visualizations; deeper-recursion and outer-subgrammar examples,246,1,0.004065,3071,1,0.000326,0.000581,0.000729
kind,figure,module,§4.2 Experiments and Visualizations; inner-subgrammar KL decomposition and parallel learning,246,1,0.004065,3071,1,0.000326,0.000581,0.000729
kind,figure,module,§4.2 full-diffusion diagnosis,246,1,0.004065,3071,1,0.000326,0.000123,0.000155
kind,figure,module,§4.3 transfer,246,1,0.004065,3071,1,0.000326,0.000123,0.000155
kind,figure,module,§4.4 ablation,246,1,0.004065,3071,1,0.000326,0.000123,0.000155
kind,figure,module,§5 / 2B optimal activation rate,246,1,0.004065,3071,1,0.000326,0.000813,0.000676
kind,figure,module,§5 / training-data ablation,246,1,0.004065,3071,1,0.000326,0.000407,0.000338
kind,figure,module,§5 CIFAR-10 experiments,246,1,0.004065,3071,1,0.000326,0.00037,0.000307
kind,figure,module,§5 Synthetic data experiments,246,1,0.004065,3071,1,0.000326,0.00037,0.000307
kind,figure,module,§5.1 Robustness to Subgrammar Location,246,1,0.004065,3071,1,0.000326,0.000581,0.000729
kind,figure,module,§5.3–§6 / 7B consistency and reuse,246,1,0.004065,3071,1,0.000326,0.000813,0.000676
kind,figure,module,§6 Generalization: Do LMs “Know Syntax?”,246,1,0.004065,3071,1,0.000326,0.000581,0.000729
kind,figure,module,§6.2 Sampling Conformers of Peptides,246,1,0.004065,3071,2,0.000651,0.001626,0.002041
kind,figure,module,§7 / downstream performance,246,1,0.004065,3071,1,0.000326,0.000813,0.000676
kind,figure,module,正文 §3 Data Construction,246,1,0.004065,3071,1,0.000326,0.000581,0.000483
kind,figure,module,正文 §3.1 Interactive Environment / Battle Protocol / Verification,246,1,0.004065,3071,1,0.000326,0.000581,0.000483
kind,figure,module,正文 §4.2 Best@k Sampling for Win Rate,246,1,0.004065,3071,1,0.000326,0.000581,0.000483
kind,figure,module,附录 B Data Feature Distribution,246,1,0.004065,3071,1,0.000326,0.000581,0.000483
kind,figure,module,附录 B.1 Clarity and Difficulty Distribution,246,1,0.004065,3071,1,0.000326,0.000581,0.000483
kind,figure,module,附录 B.2 Data Length Distribution,246,1,0.004065,3071,1,0.000326,0.000581,0.000483
kind,figure,module,附录 C Data Analysis / Length and Token Distributions,246,1,0.004065,3071,1,0.000326,0.000581,0.000483
kind,table,module,3 Experiments / 3.1 Arithmetic Tasks,237,1,0.004219,2329,1,0.000429,0.00211,0.001748
kind,table,module,Ablation 5.1.2 / Surface Distance,237,1,0.004219,2329,1,0.000429,0.000844,0.000699
kind,table,module,Appendix / GenEval text-to-image,237,1,0.004219,2329,1,0.000429,0.000384,0.000318
kind,table,module,Appendix / ImgEdit-Bench,237,1,0.004219,2329,1,0.000429,0.000384,0.000318
kind,table,module,Appendix / V2VBench,237,1,0.004219,2329,1,0.000429,0.000384,0.000318
kind,table,module,Appendix / VBench text-to-video,237,1,0.004219,2329,1,0.000429,0.000384,0.000318
kind,table,module,Appendix / detailed training dataset statistics,237,1,0.004219,2329,1,0.000429,0.000384,0.000318
kind,table,module,Appendix / inference efficiency,237,1,0.004219,2329,1,0.000429,0.000384,0.000318
kind,table,module,Appendix A.1 Model Parameter Settings,237,1,0.004219,2329,1,0.000429,0.001055,0.00133
kind,table,module,Appendix A.2 DepthLMBench statistics,237,1,0.004219,2329,1,0.000429,0.000703,0.000583
kind,table,module,Appendix A.3 Architectures and Hyperparameters,237,1,0.004219,2329,1,0.000429,0.000844,0.001064
kind,table,module,Appendix A.4/A.6 training and GRPO hyper-parameters,237,1,0.004219,2329,1,0.000429,0.000703,0.000583
kind,table,module,Appendix A.7 multi-task performance by dataset,237,1,0.004219,2329,1,0.000429,0.000703,0.000583
kind,table,module,Appendix A/B — extended benchmark results,237,1,0.004219,2329,1,0.000429,0.000703,0.000887
kind,table,module,Appendix B comparison to existing verification systems,237,1,0.004219,2329,1,0.000429,0.00211,0.001748
kind,table,module,Appendix B/C.2 Hyperparameters and Architecture Details,237,1,0.004219,2329,1,0.000429,0.000844,0.001064
kind,table,module,Appendix C / LLM backbone ablation,237,1,0.004219,2329,1,0.000429,0.000325,0.000409
kind,table,module,Appendix C / LoRA hyperparameter ablation,237,1,0.004219,2329,1,0.000429,0.000325,0.000409
kind,table,module,Appendix C / MDA dual-path ablation,237,1,0.004219,2329,1,0.000429,0.000325,0.000409
kind,table,module,Appendix C / computational cost,237,1,0.004219,2329,1,0.000429,0.000325,0.000409
kind,table,module,Appendix C / fusion-token count ablation,237,1,0.004219,2329,1,0.000429,0.000325,0.000409
kind,table,module,Appendix C / pretraining recipe,237,1,0.004219,2329,1,0.000429,0.000248,0.000206
kind,table,module,Appendix C / prompt design ablation,237,1,0.004219,2329,1,0.000429,0.000325,0.000409
kind,table,module,Appendix C / six-seed error-bar analysis,237,1,0.004219,2329,1,0.000429,0.000325,0.000409
kind,table,module,Appendix C — Modality-Rich Training Dataset,237,1,0.004219,2329,1,0.000429,0.000703,0.000887
kind,table,module,Appendix C.1 / full in-distribution pass@k,237,1,0.004219,2329,3,0.001288,0.001151,0.001451
kind,table,module,Appendix C.1 Training and inference hyper-parameters,237,1,0.004219,2329,3,0.001288,0.001582,0.001311
kind,table,module,Appendix C.1; summary of path ranks and edge ranks,237,1,0.004219,2329,1,0.000429,0.000844,0.000699
kind,table,module,Appendix C.2 / OOD generalization,237,1,0.004219,2329,3,0.001288,0.001151,0.001451
kind,table,module,Appendix C.2 Audio generation: ablation study,237,1,0.004219,2329,1,0.000429,0.000527,0.000437
kind,table,module,Appendix C.5; related-work equivalence characterization overview,237,1,0.004219,2329,1,0.000429,0.000844,0.000699
kind,table,module,Appendix D.1; exhaustive graph and equivalence-class enumeration,237,1,0.004219,2329,1,0.000429,0.000844,0.000699
kind,table,module,Appendix D.2 / further quantitative evaluation,237,1,0.004219,2329,2,0.000859,0.001406,0.001166
kind,table,module,Appendix D.2; glvLiNG runtime assessment,237,1,0.004219,2329,1,0.000429,0.000844,0.000699
kind,table,module,Appendix D.3 / predictor size,237,1,0.004219,2329,1,0.000429,0.000384,0.000484
kind,table,module,Appendix D.3; oracle-input baseline benchmark,237,1,0.004219,2329,1,0.000429,0.000844,0.000699
kind,table,module,Appendix D.4 Tower of Hanoi Experiment Details,237,1,0.004219,2329,1,0.000429,0.00211,0.001748
kind,table,module,Appendix E / 2B fixed-C sweep,237,1,0.004219,2329,1,0.000429,0.000248,0.000206
kind,table,module,Appendix E / 2B fixed-r_a sweep,237,1,0.004219,2329,1,0.000429,0.000248,0.000206
kind,table,module,Appendix E / 3B data reuse D-hat=114B,237,1,0.004219,2329,1,0.000429,0.000248,0.000206
kind,table,module,Appendix E / 3B strict reuse D-hat=65B,237,1,0.004219,2329,1,0.000429,0.000248,0.000206
kind,table,module,Appendix E / 6.52B fixed-C sweep,237,1,0.004219,2329,1,0.000429,0.000248,0.000206
kind,table,module,Appendix E / 6.52B fixed-D sweep,237,1,0.004219,2329,1,0.000429,0.000248,0.000206
kind,table,module,Appendix E / 7B data reuse D-hat=68B,237,1,0.004219,2329,1,0.000429,0.000248,0.000206
kind,table,module,Appendix E / 7B loose reuse,237,1,0.004219,2329,1,0.000429,0.000248,0.000206
kind,table,module,Appendix E / common training recipe,237,1,0.004219,2329,1,0.000429,0.000248,0.000206
kind,table,module,Appendix E / dense baselines,237,1,0.004219,2329,1,0.000429,0.000248,0.000206
kind,table,module,Appendix E / gate-score normalization,237,1,0.004219,2329,1,0.000429,0.000248,0.000206
kind,table,module,Appendix E / layer arrangement and shared expert,237,1,0.004219,2329,1,0.000429,0.000248,0.000206
kind,table,module,Appendix E / model shape ratios,237,1,0.004219,2329,1,0.000429,0.000248,0.000206
kind,table,module,Appendix E / top-K setting,237,1,0.004219,2329,1,0.000429,0.000248,0.000206
kind,table,module,Appendix E.3 Pretraining Results; ABC Grammar CKA duration sensitivity,237,1,0.004219,2329,1,0.000429,0.001055,0.00133
kind,table,module,Appendix E.3 Pretraining Results; cosine-similarity analysis,237,1,0.004219,2329,1,0.000429,0.001055,0.00133
kind,table,module,Appendix F / FS1000 type-level detailed results,237,1,0.004219,2329,1,0.000429,0.000325,0.000409
kind,table,module,Appendix F / Fis-V type-level detailed results,237,1,0.004219,2329,1,0.000429,0.000325,0.000409
kind,table,module,Appendix F / RG type-level detailed results,237,1,0.004219,2329,1,0.000429,0.000325,0.000409
kind,table,module,Appendix F.4,237,1,0.004219,2329,1,0.000429,0.000469,0.000591
kind,table,module,Appendix G,237,1,0.004219,2329,3,0.001288,0.001266,0.001049
kind,table,module,Appendix G.1,237,1,0.004219,2329,1,0.000429,0.001406,0.001773
kind,table,module,Appendix G.2,237,1,0.004219,2329,1,0.000429,0.000469,0.000591
kind,table,module,Appendix H,237,4,0.016878,2329,4,0.001717,0.003141,0.003778
kind,table,module,Appendix H.1 / larger-data scaling,237,1,0.004219,2329,1,0.000429,0.000527,0.000437
kind,table,module,Appendix H.2 / dimensionality scaling,237,1,0.004219,2329,1,0.000429,0.000527,0.000437
kind,table,module,Appendix H.2 / larger-dimensionality comparison,237,1,0.004219,2329,1,0.000429,0.000527,0.000437
kind,table,module,Appendix H.4 / accuracy–prediction relation,237,1,0.004219,2329,1,0.000429,0.000527,0.000437
kind,table,module,Appendix I,237,1,0.004219,2329,1,0.000429,0.000422,0.00035
kind,table,module,Appendix I.1,237,1,0.004219,2329,2,0.000859,0.000938,0.001182
kind,table,module,Appendix J,237,1,0.004219,2329,4,0.001717,0.003376,0.004255
kind,table,module,Conservatism constitution,237,1,0.004219,2329,1,0.000429,0.000234,0.000194
kind,table,module,Deep Ecology constitution,237,1,0.004219,2329,1,0.000429,0.000234,0.000194
kind,table,module,GPQA validation detail,237,1,0.004219,2329,1,0.000429,0.000234,0.000194
kind,table,module,Loving constitution,237,1,0.004219,2329,1,0.000429,0.000234,0.000194
kind,table,module,Main ablation / component study,237,1,0.004219,2329,1,0.000429,0.000325,0.000409
kind,table,module,Main results / complete-modality comparison,237,1,0.004219,2329,1,0.000429,0.000325,0.000409
kind,table,module,Main results / incomplete-modality comparison,237,1,0.004219,2329,1,0.000429,0.000325,0.000409
kind,table,module,Related Work / representation comparison,237,1,0.004219,2329,1,0.000429,0.000844,0.000699
kind,table,module,Results 5.2 / Chamfer formulations,237,1,0.004219,2329,1,0.000429,0.000844,0.000699
kind,table,module,Results 5.3 / FID raw and enhanced rendering,237,1,0.004219,2329,1,0.000429,0.000844,0.000699
kind,table,module,Results 5.4 / user study,237,1,0.004219,2329,1,0.000429,0.000844,0.000699
kind,table,module,Sec. 4 VLM result,237,1,0.004219,2329,1,0.000429,0.000703,0.000583
kind,table,module,Sec. 4 comparison with pure vision models,237,1,0.004219,2329,1,0.000429,0.000703,0.000583
kind,table,module,Sec. 4 multi-task result,237,1,0.004219,2329,1,0.000429,0.000703,0.000583
kind,table,module,Universal Kindness constitution,237,1,0.004219,2329,1,0.000429,0.000234,0.000194
kind,table,module,ablation,237,105,0.443038,2329,184,0.079004,0.078778,0.07992
kind,table,module,ablation / multi-step tasks,237,1,0.004219,2329,1,0.000429,0.000325,0.000269
kind,table,module,ablation / popular choices,237,1,0.004219,2329,1,0.000429,0.000325,0.000269
kind,table,module,ablation / resolution × appearance,237,1,0.004219,2329,1,0.000429,0.000325,0.000269
kind,table,module,ablation / variation interactions,237,1,0.004219,2329,1,0.000429,0.000325,0.000269
kind,table,module,ablation / §4.3,237,1,0.004219,2329,3,0.001288,0.003165,0.002622
kind,table,module,ablation / §5.1,237,1,0.004219,2329,1,0.000429,0.000281,0.000233
kind,table,module,ablation / §5.3,237,1,0.004219,2329,1,0.000429,0.000703,0.000583
kind,table,module,ablation / §5.5 metric learning,237,1,0.004219,2329,1,0.000429,0.000281,0.000233
kind,table,module,ablation B.1 blending,237,1,0.004219,2329,1,0.000429,0.000352,0.000291
kind,table,module,ablation B.1 conditional generation,237,1,0.004219,2329,1,0.000429,0.000352,0.000291
kind,table,module,ablation/5.5,237,1,0.004219,2329,1,0.000429,0.000703,0.000583
kind,table,module,appendix,237,103,0.434599,2329,727,0.312151,0.26212,0.255355
kind,table,module,appendix / A. Notation,237,1,0.004219,2329,2,0.000859,0.001206,0.00152
kind,table,module,appendix / A.1,237,1,0.004219,2329,1,0.000429,0.000844,0.001064
kind,table,module,appendix / Algebraic / V-BITWEEN backend detail,237,1,0.004219,2329,1,0.000429,0.000201,0.000253
kind,table,module,appendix / Algebraic / neural model detail,237,1,0.004219,2329,3,0.001288,0.000603,0.00076
kind,table,module,appendix / Appendix C,237,1,0.004219,2329,8,0.003435,0.00225,0.001865
kind,table,module,appendix / Appendix K–M.2,237,1,0.004219,2329,1,0.000429,0.000527,0.000665
kind,table,module,appendix / Appendix M.2 Results,237,1,0.004219,2329,4,0.001717,0.00211,0.00266
kind,table,module,appendix / B Implementation Details,237,1,0.004219,2329,1,0.000429,0.000703,0.000583
kind,table,module,appendix / B.1,237,1,0.004219,2329,1,0.000429,0.000844,0.001064
kind,table,module,appendix / B.3,237,1,0.004219,2329,1,0.000429,0.000844,0.001064
kind,table,module,appendix / C.1,237,1,0.004219,2329,1,0.000429,0.000603,0.00076
kind,table,module,appendix / C.2.2 OS hyperparameter tuning,237,1,0.004219,2329,1,0.000429,0.001406,0.001166
kind,table,module,appendix / C.2.2 OS hyperparameter tuning (malformed label),237,1,0.004219,2329,1,0.000429,0.001406,0.001166
kind,table,module,appendix / D.2,237,1,0.004219,2329,1,0.000429,0.000469,0.000389
kind,table,module,appendix / D.3,237,1,0.004219,2329,1,0.000429,0.000469,0.000389
kind,table,module,appendix / D.4,237,1,0.004219,2329,1,0.000429,0.000469,0.000389
kind,table,module,appendix / D.5,237,1,0.004219,2329,4,0.001717,0.001875,0.001554
kind,table,module,appendix / D.6,237,1,0.004219,2329,1,0.000429,0.000469,0.000389
kind,table,module,appendix / F,237,1,0.004219,2329,1,0.000429,0.000469,0.000389
kind,table,module,appendix / G.1,237,1,0.004219,2329,2,0.000859,0.001206,0.00152
kind,table,module,appendix / RSR-Bench / V-BITWEEN backend detail,237,1,0.004219,2329,2,0.000859,0.000402,0.000507
kind,table,module,appendix / RSR-Bench / neural model detail,237,1,0.004219,2329,6,0.002576,0.001206,0.00152
kind,table,module,appendix / algebraic RSR property catalogue,237,1,0.004219,2329,1,0.000429,0.000201,0.000253
kind,table,module,appendix / algebraic aggregate comparison,237,1,0.004219,2329,1,0.000429,0.000201,0.000253
kind,table,module,appendix / backend configuration,237,1,0.004219,2329,1,0.000429,0.000201,0.000253
kind,table,module,appendix / category definitions,237,1,0.004219,2329,2,0.000859,0.000402,0.000507
kind,table,module,appendix / complete RSR property catalogue,237,1,0.004219,2329,1,0.000429,0.000201,0.000253
kind,table,module,appendix / experimental settings,237,1,0.004219,2329,1,0.000429,0.000201,0.000253
kind,table,module,appendix A,237,4,0.016878,2329,5,0.002147,0.002144,0.002283
kind,table,module,appendix A / Tiny VAE streaming setup,237,1,0.004219,2329,1,0.000429,0.000527,0.000437
kind,table,module,appendix A / causal VAE reconstruction,237,1,0.004219,2329,1,0.000429,0.000527,0.000437
kind,table,module,appendix A / representative failure cases,237,1,0.004219,2329,1,0.000429,0.000151,0.00019
kind,table,module,appendix A.1,237,5,0.021097,2329,5,0.002147,0.003807,0.004373
kind,table,module,appendix A.1.1,237,1,0.004219,2329,1,0.000429,0.000183,0.000231
kind,table,module,appendix A.1.1 MLP encoder architecture,237,1,0.004219,2329,1,0.000429,0.000352,0.000291
kind,table,module,appendix A.1.2 1D U-Net encoder architecture,237,1,0.004219,2329,1,0.000429,0.000352,0.000291
kind,table,module,appendix A.1.3 DAC encoder architecture,237,1,0.004219,2329,1,0.000429,0.000352,0.000291
kind,table,module,appendix A.10,237,2,0.008439,2329,2,0.000859,0.000747,0.000619
kind,table,module,appendix A.11,237,3,0.012658,2329,17,0.007299,0.00269,0.002229
kind,table,module,appendix A.12,237,2,0.008439,2329,9,0.003864,0.001266,0.001049
kind,table,module,appendix A.13,237,1,0.004219,2329,8,0.003435,0.001055,0.000874
kind,table,module,appendix A.14.2,237,1,0.004219,2329,1,0.000429,0.000211,0.000175
kind,table,module,appendix A.15,237,1,0.004219,2329,1,0.000429,0.000211,0.000175
kind,table,module,appendix A.16,237,1,0.004219,2329,1,0.000429,0.000211,0.000175
kind,table,module,appendix A.17,237,1,0.004219,2329,1,0.000429,0.000211,0.000175
kind,table,module,appendix A.2,237,6,0.025316,2329,6,0.002576,0.00268,0.002813
kind,table,module,appendix A.2 decoder/diffusion model architecture,237,1,0.004219,2329,1,0.000429,0.000352,0.000291
kind,table,module,appendix A.2.2,237,1,0.004219,2329,1,0.000429,0.000325,0.000269
kind,table,module,appendix A.2.3,237,1,0.004219,2329,2,0.000859,0.000367,0.000463
kind,table,module,appendix A.2.5,237,1,0.004219,2329,2,0.000859,0.000367,0.000463
kind,table,module,appendix A.26,237,1,0.004219,2329,1,0.000429,0.000211,0.000175
kind,table,module,appendix A.3,237,2,0.008439,2329,2,0.000859,0.000615,0.000738
kind,table,module,appendix A.3 training details,237,1,0.004219,2329,1,0.000429,0.000352,0.000291
kind,table,module,appendix A.3.1,237,1,0.004219,2329,2,0.000859,0.000367,0.000463
kind,table,module,appendix A.3.10,237,1,0.004219,2329,1,0.000429,0.000183,0.000231
kind,table,module,appendix A.3.11,237,1,0.004219,2329,1,0.000429,0.000183,0.000231
kind,table,module,appendix A.3.4,237,1,0.004219,2329,6,0.002576,0.001101,0.001388
kind,table,module,appendix A.3.5,237,1,0.004219,2329,3,0.001288,0.00055,0.000694
kind,table,module,appendix A.3.8,237,1,0.004219,2329,1,0.000429,0.000183,0.000231
kind,table,module,appendix A.3.9,237,1,0.004219,2329,2,0.000859,0.000367,0.000463
kind,table,module,appendix A.4,237,4,0.016878,2329,6,0.002576,0.001585,0.001617
kind,table,module,appendix A.4 other hyperparameters,237,1,0.004219,2329,1,0.000429,0.000352,0.000291
kind,table,module,appendix A.4.1,237,1,0.004219,2329,2,0.000859,0.000422,0.00035
kind,table,module,appendix A.5,237,2,0.008439,2329,2,0.000859,0.000412,0.000342
kind,table,module,appendix A.6,237,1,0.004219,2329,1,0.000429,0.000352,0.000443
kind,table,module,appendix A.6.1,237,1,0.004219,2329,1,0.000429,0.000211,0.000175
kind,table,module,appendix A.6.2,237,1,0.004219,2329,1,0.000429,0.000211,0.000175
kind,table,module,appendix A.6.4,237,1,0.004219,2329,1,0.000429,0.000211,0.000175
kind,table,module,appendix A.6.5,237,1,0.004219,2329,1,0.000429,0.000211,0.000175
kind,table,module,appendix A.7,237,3,0.012658,2329,3,0.001288,0.000957,0.000793
kind,table,module,appendix A.7 listening-study significance,237,1,0.004219,2329,1,0.000429,0.000352,0.000291
kind,table,module,appendix A.8,237,3,0.012658,2329,3,0.001288,0.000957,0.000793
kind,table,module,appendix A.9,237,2,0.008439,2329,2,0.000859,0.000536,0.000444
kind,table,module,appendix A.9 BirdSQL,237,1,0.004219,2329,5,0.002147,0.001758,0.002216
