left_dimension,left_value,right_dimension,right_value,papers,papers_present,paper_prevalence,conference_equal_paper_prevalence,object_count,object_share,paper_normalized_object_share,conference_equal_paper_normalized_share
types,screenshot,legend_present,1,250,2,0.008,0.008333,2,0.00037,0.000518,0.00052
types,tree,legend_present,0,250,8,0.032,0.033333,11,0.002037,0.00245,0.002583
types,tree,legend_present,1,250,1,0.004,0.003333,1,0.000185,0.000211,0.000175
types,violin,legend_present,1,250,5,0.02,0.02,6,0.001111,0.001159,0.001143
types,architecture,legend_placement,above/upper-left token stream and right inset,250,1,0.004,0.003333,1,0.000185,0.00019,0.000159
types,architecture,legend_placement,bottom,250,2,0.008,0.006667,2,0.00037,0.00065,0.000542
types,architecture,legend_placement,"bottom, one shared legend",250,1,0.004,0.005,1,0.000185,0.000333,0.000417
types,architecture,legend_placement,bottom-left inline arrow/latent key,250,1,0.004,0.003333,1,0.000185,0.000174,0.000145
types,architecture,legend_placement,inside lower-left of the right Phenomena chart,250,1,0.004,0.005,1,0.000185,0.001333,0.001667
types,architecture,legend_placement,inside lower-right of the right plot,250,1,0.004,0.003333,1,0.000185,0.000444,0.00037
types,architecture,legend_placement,left margin,250,1,0.004,0.003333,1,0.000185,0.00025,0.000208
types,architecture,legend_placement,lower left legend box,250,1,0.004,0.003333,1,0.000185,0.000133,0.000111
types,architecture,legend_placement,lower right,250,2,0.008,0.006667,2,0.00037,0.000322,0.000268
types,architecture,legend_placement,panel (b) upper area,250,1,0.004,0.003333,1,0.000185,0.000286,0.000238
types,architecture,legend_placement,"panel (c), upper right",250,1,0.004,0.003333,1,0.000185,0.000105,8.8e-05
types,architecture,legend_placement,panel-inset,250,1,0.004,0.003333,1,0.000185,8.3e-05,6.9e-05
types,architecture,legend_placement,"radar-chart inset, lower-left",250,1,0.004,0.005,1,0.000185,0.000108,0.000135
types,architecture,legend_placement,red dashed key at upper right,250,1,0.004,0.005,1,0.000185,0.000167,0.000208
types,architecture,legend_placement,right,250,4,0.016,0.015,4,0.000741,0.000914,0.000841
types,architecture,legend_placement,right side,250,1,0.004,0.005,1,0.000185,0.000235,0.000294
types,architecture,legend_placement,right side below group-computation block,250,1,0.004,0.003333,1,0.000185,0.00025,0.000208
types,architecture,legend_placement,right side of panel (b),250,1,0.004,0.003333,1,0.000185,0.00025,0.000208
types,architecture,legend_placement,right-side role legend,250,1,0.004,0.003333,1,0.000185,0.00019,0.000159
types,architecture,legend_placement,top center,250,2,0.008,0.008333,2,0.00037,0.000289,0.000339
types,architecture,legend_placement,top-left,250,1,0.004,0.003333,1,0.000185,0.000138,0.000115
types,architecture,legend_placement,top_center,250,1,0.004,0.003333,1,0.000185,0.000333,0.000278
types,architecture,legend_placement,trainability legend upper left; data-blending legend to right of pies,250,1,0.004,0.003333,1,0.000185,0.000267,0.000222
types,architecture,legend_placement,upper right,250,1,0.004,0.003333,1,0.000185,0.000308,0.000256
types,architecture,legend_placement,upper-left,250,2,0.008,0.006667,5,0.000926,0.000569,0.000474
types,architecture,legend_placement,upper-right beside attention map,250,1,0.004,0.003333,1,0.000185,0.000154,0.000128
types,architecture,legend_placement,upper-right local legend,250,1,0.004,0.003333,1,0.000185,0.000308,0.000256
types,architecture,legend_placement,右下共享 legend,250,1,0.004,0.003333,1,0.000185,0.000154,0.000128
types,architecture,legend_placement,图内 same-class/different-class sample key；无独立 legend 框,250,1,0.004,0.005,1,0.000185,0.000235,0.000294
types,architecture,legend_placement,左下箭头 key,250,1,0.004,0.003333,2,0.00037,0.000381,0.000317
types,architecture,legend_placement,底部 token legend,250,1,0.004,0.005,1,0.000185,0.000211,0.000263
types,architecture,legend_placement,底部/中部,250,1,0.004,0.003333,1,0.000185,0.000121,0.000101
types,architecture,legend_placement,整幅图右侧的竖向图例,250,1,0.004,0.003333,1,0.000185,0.0004,0.000333
types,architecture,legend_placement,模块上方与右侧曲线旁,250,1,0.004,0.005,1,0.000185,0.000182,0.000227
types,architecture,legend_placement,顶部共享图例,250,1,0.004,0.003333,1,0.000185,0.000167,0.000139
types,area,legend_placement,below each method group,250,1,0.004,0.003333,1,0.000185,0.000182,0.000152
types,area,legend_placement,below each panel,250,1,0.004,0.003333,1,0.000185,0.000143,0.000119
types,area,legend_placement,below panels,250,2,0.008,0.006667,11,0.002037,0.001743,0.001453
types,area,legend_placement,bottom,250,1,0.004,0.003333,1,0.000185,0.000154,0.000128
types,area,legend_placement,bottom-center,250,1,0.004,0.003333,1,0.000185,0.000118,9.8e-05
types,area,legend_placement,bottom_center,250,1,0.004,0.003333,1,0.000185,0.000211,0.000175
types,area,legend_placement,inside each panel,250,1,0.004,0.005,3,0.000556,0.000667,0.000833
types,area,legend_placement,inside individual panels,250,1,0.004,0.005,1,0.000185,0.000125,0.000156
types,area,legend_placement,"inside individual panels, upper/right",250,1,0.004,0.005,1,0.000185,0.000125,0.000156
types,area,legend_placement,inside panels c/d,250,1,0.004,0.005,1,0.000185,0.000235,0.000294
types,area,legend_placement,inside panels; inset in panel (c),250,1,0.004,0.005,1,0.000185,0.000235,0.000294
types,area,legend_placement,"inside, lower center/right",250,1,0.004,0.005,1,0.000185,0.000222,0.000278
types,area,legend_placement,"inside, lower left",250,1,0.004,0.005,1,0.000185,0.000222,0.000278
types,area,legend_placement,"inside, lower right",250,1,0.004,0.005,3,0.000556,0.000667,0.000833
types,area,legend_placement,"inside, upper right",250,1,0.004,0.005,3,0.000556,0.000667,0.000833
types,area,legend_placement,inside_each_panel,250,1,0.004,0.005,1,0.000185,0.000308,0.000385
types,area,legend_placement,left upper-right; middle/right upper-right,250,1,0.004,0.003333,1,0.000185,0.000364,0.000303
types,area,legend_placement,lower right,250,1,0.004,0.003333,1,0.000185,0.000138,0.000115
types,area,legend_placement,lower right in each panel,250,1,0.004,0.003333,1,0.000185,0.0002,0.000167
types,area,legend_placement,lower right inside plot,250,1,0.004,0.003333,1,0.000185,0.000308,0.000256
types,area,legend_placement,lower-left,250,1,0.004,0.005,1,0.000185,0.00019,0.000238
types,area,legend_placement,lower-left/upper-left,250,1,0.004,0.003333,1,0.000185,0.000121,0.000101
types,area,legend_placement,lower-right,250,1,0.004,0.003333,1,0.000185,0.000121,0.000101
types,area,legend_placement,one shared legend per control row,250,1,0.004,0.003333,1,0.000185,0.000222,0.000185
types,area,legend_placement,"panel-dependent, upper-right or lower-left",250,1,0.004,0.003333,1,0.000185,0.000333,0.000278
types,area,legend_placement,per-panel top,250,1,0.004,0.005,1,0.000185,0.000105,0.000132
types,area,legend_placement,repeated below each environment row,250,1,0.004,0.003333,6,0.001111,0.001091,0.000909
types,area,legend_placement,repeated in each panel (upper/right or lower/right),250,1,0.004,0.005,1,0.000185,0.00025,0.000313
types,area,legend_placement,repeated inside each panel,250,1,0.004,0.005,4,0.000741,0.000667,0.000833
types,area,legend_placement,shared legend above panels,250,1,0.004,0.005,1,0.000185,0.000174,0.000217
types,area,legend_placement,top,250,5,0.02,0.023333,48,0.008889,0.002711,0.003319
types,area,legend_placement,top of each panel,250,2,0.008,0.008333,2,0.00037,0.000357,0.000395
types,area,legend_placement,top shared,250,1,0.004,0.005,1,0.000185,0.000105,0.000132
types,area,legend_placement,"top, shared across panels",250,1,0.004,0.003333,1,0.000185,0.000222,0.000185
types,area,legend_placement,"top, shared across the grid",250,1,0.004,0.003333,1,0.000185,0.000222,0.000185
types,area,legend_placement,top_center,250,1,0.004,0.005,6,0.001111,0.0015,0.001875
types,area,legend_placement,top_left/top_right,250,1,0.004,0.003333,1,0.000185,0.000211,0.000175
types,area,legend_placement,upper area,250,1,0.004,0.003333,1,0.000185,0.000167,0.000139
types,area,legend_placement,upper left,250,1,0.004,0.005,1,0.000185,0.00025,0.000313
types,area,legend_placement,upper left inside plot,250,1,0.004,0.003333,1,0.000185,4.8e-05,4e-05
types,area,legend_placement,upper left of each panel,250,1,0.004,0.005,2,0.00037,0.000615,0.000769
types,area,legend_placement,upper left of first panel,250,1,0.004,0.003333,1,0.000185,0.0002,0.000167
types,area,legend_placement,upper left of first repetition panel,250,1,0.004,0.005,1,0.000185,0.00025,0.000313
types,area,legend_placement,upper right,250,3,0.012,0.011667,3,0.000556,0.000533,0.000524
types,area,legend_placement,upper right in each panel,250,1,0.004,0.005,1,0.000185,0.000571,0.000714
types,area,legend_placement,upper right in most panels; lower left in the centered MNIST n=3·10⁴ panel,250,1,0.004,0.005,1,0.000185,0.000308,0.000385
types,area,legend_placement,upper right inside panel,250,1,0.004,0.005,1,0.000185,0.00025,0.000313
types,area,legend_placement,upper-center in left panel and upper-right in right panel,250,1,0.004,0.005,1,0.000185,0.000267,0.000333
types,area,legend_placement,upper-left,250,1,0.004,0.003333,1,0.000185,0.000308,0.000256
types,area,legend_placement,"upper-left in (a)/(b), upper-right in (c)",250,1,0.004,0.005,1,0.000185,0.000267,0.000333
types,area,legend_placement,upper-left/in-panel,250,1,0.004,0.003333,1,0.000185,0.000143,0.000119
types,area,legend_placement,upper-right,250,1,0.004,0.003333,7,0.001296,0.000583,0.000486
types,area,legend_placement,upper-right in each panel,250,1,0.004,0.003333,1,0.000185,0.00025,0.000208
types,area,legend_placement,upper-right/center between panels,250,1,0.004,0.003333,1,0.000185,0.00019,0.000159
types,area,legend_placement,upper/in-panel,250,1,0.004,0.003333,1,0.000185,0.000143,0.000119
types,area,legend_placement,upper/in-panel per model,250,1,0.004,0.003333,5,0.000926,0.000714,0.000595
types,area,legend_placement,upper/right in-panel,250,1,0.004,0.003333,1,0.000185,0.000143,0.000119
types,area,legend_placement,upper_left,250,1,0.004,0.005,1,0.000185,0.00025,0.000313
types,area,legend_placement,upper_left in each panel,250,1,0.004,0.005,1,0.000185,0.000267,0.000333
types,area,legend_placement,upper_left of first panel,250,1,0.004,0.005,1,0.000185,0.00025,0.000313
types,area,legend_placement,upper_right,250,3,0.012,0.01,3,0.000556,0.000631,0.000526
types,area,legend_placement,右上图内,250,1,0.004,0.003333,2,0.00037,0.000205,0.000171
types,area,legend_placement,右上角,250,2,0.008,0.006667,2,0.00037,0.000364,0.000304
types,area,legend_placement,各 panel 左上,250,1,0.004,0.003333,1,0.000185,0.0004,0.000333
types,area,legend_placement,轴内右下角,250,1,0.004,0.003333,1,0.000185,0.001,0.000833
types,bar,legend_placement,(a)/(d) panel-internal labels,250,1,0.004,0.003333,1,0.000185,0.000182,0.000152
types,bar,legend_placement,Inside the upper-right of each quality panel; panel (g) uses direct category labels and bar-top values.,250,1,0.004,0.003333,1,0.000185,0.000333,0.000278
types,bar,legend_placement,Inside upper-left/upper-center in (a); upper-right in (b).,250,1,0.004,0.005,1,0.000185,0.00025,0.000313
types,bar,legend_placement,above each local plot,250,1,0.004,0.003333,2,0.00037,0.000308,0.000256
types,bar,legend_placement,above each panel,250,1,0.004,0.003333,2,0.00037,0.000308,0.000256
types,bar,legend_placement,above local plots; mini tables at right,250,1,0.004,0.003333,2,0.00037,0.000308,0.000256
types,bar,legend_placement,above panels and right colorbar,250,1,0.004,0.003333,1,0.000185,0.000154,0.000128
types,bar,legend_placement,"above plot, upper right",250,1,0.004,0.003333,2,0.00037,0.000348,0.00029
types,bar,legend_placement,around radial chart,250,1,0.004,0.005,1,0.000185,0.000129,0.000161
types,bar,legend_placement,bar legend and heatmap colorbars,250,1,0.004,0.005,1,0.000185,0.000167,0.000208
types,bar,legend_placement,below,250,1,0.004,0.005,10,0.001852,0.001081,0.001351
types,bar,legend_placement,below each strip in multiple columns,250,1,0.004,0.003333,1,0.000185,0.000174,0.000145
types,bar,legend_placement,below panels,250,1,0.004,0.003333,4,0.000741,0.000471,0.000392
types,bar,legend_placement,below strip in multiple columns,250,1,0.004,0.003333,1,0.000185,0.000174,0.000145
types,bar,legend_placement,below the panels / lower figure margin,250,1,0.004,0.003333,1,0.000185,0.000133,0.000111
types,bar,legend_placement,below_center,250,1,0.004,0.005,9,0.001667,0.000947,0.001184
types,bar,legend_placement,between prompt blocks/bottom,250,1,0.004,0.005,4,0.000741,0.000281,0.000351
types,bar,legend_placement,bottom,250,5,0.02,0.02,7,0.001296,0.001074,0.001008
types,bar,legend_placement,bottom and in-panel,250,1,0.004,0.003333,1,0.000185,0.0004,0.000333
types,bar,legend_placement,bottom center,250,2,0.008,0.01,3,0.000556,0.000265,0.000332
types,bar,legend_placement,bottom center/right,250,1,0.004,0.003333,1,0.000185,0.000118,9.8e-05
types,bar,legend_placement,bottom of composite,250,1,0.004,0.003333,1,0.000185,0.000182,0.000152
types,bar,legend_placement,bottom shared legend,250,1,0.004,0.003333,4,0.000741,0.0016,0.001333
types,bar,legend_placement,bottom-center,250,2,0.008,0.006667,2,0.00037,0.000201,0.000167
types,bar,legend_placement,bottom-right of the panel grid,250,1,0.004,0.003333,1,0.000185,0.000154,0.000128
types,bar,legend_placement,bottom/right,250,1,0.004,0.003333,1,0.000185,0.000121,0.000101
types,bar,legend_placement,bottom_left_and_upper_left_inside,250,1,0.004,0.003333,1,0.000185,0.00025,0.000208
types,bar,legend_placement,in-plot lower-left,250,1,0.004,0.003333,1,0.000185,0.0002,0.000167
types,bar,legend_placement,inside each panel,250,1,0.004,0.003333,1,0.000185,0.000174,0.000145
types,bar,legend_placement,inside individual panels,250,1,0.004,0.005,1,0.000185,0.000125,0.000156
types,bar,legend_placement,inside panels c/d,250,1,0.004,0.005,1,0.000185,0.000235,0.000294
types,bar,legend_placement,inside radar and beside lower-left bars,250,1,0.004,0.003333,1,0.000185,0.000174,0.000145
types,bar,legend_placement,inside upper-left,250,1,0.004,0.005,1,0.000185,0.000235,0.000294
types,bar,legend_placement,inside upper-left of each panel,250,1,0.004,0.005,1,0.000185,0.000129,0.000161
types,bar,legend_placement,inside upper-right of each panel,250,1,0.004,0.005,1,0.000185,0.000129,0.000161
types,bar,legend_placement,inside_top_each_panel,250,1,0.004,0.003333,1,0.000185,0.000235,0.000196
types,bar,legend_placement,left/top of first panel,250,1,0.004,0.005,1,0.000185,7e-05,8.8e-05
types,bar,legend_placement,local legend in each panel,250,1,0.004,0.003333,1,0.000185,0.000105,8.8e-05
types,bar,legend_placement,local plot legends,250,1,0.004,0.003333,1,0.000185,0.000154,0.000128
types,bar,legend_placement,lower left,250,1,0.004,0.003333,1,0.000185,0.000133,0.000111
types,bar,legend_placement,lower right inside panel,250,1,0.004,0.003333,1,0.000185,0.00025,0.000208
types,bar,legend_placement,lower right of right panel,250,1,0.004,0.003333,1,0.000185,0.000148,0.000123
types,bar,legend_placement,lower-left,250,1,0.004,0.003333,1,0.000185,8.3e-05,6.9e-05
types,bar,legend_placement,lower-right inside panel,250,1,0.004,0.005,1,0.000185,0.00025,0.000313
types,bar,legend_placement,lower/inside each panel,250,1,0.004,0.005,1,0.000185,0.000114,0.000143
types,bar,legend_placement,lower_right,250,1,0.004,0.005,1,0.000185,0.000364,0.000455
types,bar,legend_placement,outside right of top panel,250,1,0.004,0.005,1,0.000185,3e-05,3.7e-05
types,bar,legend_placement,"panel (c), upper right",250,1,0.004,0.003333,1,0.000185,0.000105,8.8e-05
types,bar,legend_placement,panel top or bottom,250,1,0.004,0.003333,1,0.000185,0.000267,0.000222
types,bar,legend_placement,panel 内右上,250,1,0.004,0.003333,1,0.000185,0.0002,0.000167
types,bar,legend_placement,panel-local,250,1,0.004,0.005,1,0.000185,0.000143,0.000179
types,bar,legend_placement,panel-local upper area,250,2,0.008,0.008333,2,0.00037,0.000276,0.00029
types,bar,legend_placement,panel-local upper area and top of panel (b),250,1,0.004,0.005,1,0.000185,0.000143,0.000179
types,bar,legend_placement,panel-local; compact legends in (e-f),250,1,0.004,0.005,1,0.000185,0.000143,0.000179
types,bar,legend_placement,"panel-specific: upper-left (timing), upper-right (PPL)",250,1,0.004,0.003333,1,0.000185,0.000211,0.000175
types,bar,legend_placement,radar top-left and bar panels top/center,250,1,0.004,0.003333,1,0.000185,0.00025,0.000208
types,bar,legend_placement,radial legend and right-side split legend,250,1,0.004,0.005,1,0.000185,0.000222,0.000278
types,bar,legend_placement,repeated within panels,250,1,0.004,0.003333,1,0.000185,0.0004,0.000333
types,bar,legend_placement,right,250,5,0.02,0.018333,5,0.000926,0.000929,0.000854
types,bar,legend_placement,right colorbar,250,1,0.004,0.003333,1,0.000185,0.000308,0.000256
types,bar,legend_placement,right of bar panel,250,1,0.004,0.003333,1,0.000185,0.000154,0.000128
types,bar,legend_placement,right of time panel,250,1,0.004,0.003333,1,0.000185,0.000154,0.000128
types,bar,legend_placement,right side,250,1,0.004,0.003333,1,0.000185,4.8e-05,4e-05
types,bar,legend_placement,separate_panel_(a)_top_p28,250,1,0.004,0.003333,1,0.000185,0.00025,0.000208
types,bar,legend_placement,shared legend above panels,250,1,0.004,0.003333,1,0.000185,0.00025,0.000208
types,bar,legend_placement,shared legend below panels,250,1,0.004,0.005,1,0.000185,0.000167,0.000208
types,bar,legend_placement,shared legend centered below panels,250,1,0.004,0.003333,1,0.000185,0.000174,0.000145
types,bar,legend_placement,shared legend centered beneath the four panels,250,1,0.004,0.003333,1,0.000185,0.00025,0.000208
types,bar,legend_placement,top,250,4,0.016,0.016667,11,0.002037,0.001542,0.00153
types,bar,legend_placement,top center,250,5,0.02,0.02,13,0.002407,0.001564,0.001558
types,bar,legend_placement,top center of each panel,250,1,0.004,0.003333,1,0.000185,0.000267,0.000222
types,bar,legend_placement,top centered across both panels,250,1,0.004,0.003333,1,0.000185,0.0008,0.000667
types,bar,legend_placement,"top of (a), inside (b)",250,1,0.004,0.003333,1,0.000185,0.000148,0.000123
types,bar,legend_placement,top of composite,250,1,0.004,0.005,1,0.000185,0.000148,0.000185
types,bar,legend_placement,top of each of the two chart panels,250,1,0.004,0.003333,1,0.000185,0.000444,0.00037
types,bar,legend_placement,top of left panel,250,1,0.004,0.003333,1,0.000185,0.000154,0.000128
types,bar,legend_placement,top of panel,250,1,0.004,0.005,1,0.000185,0.000148,0.000185
types,bar,legend_placement,top of the composite and inside the mini-panels,250,1,0.004,0.005,1,0.000185,0.000235,0.000294
types,bar,legend_placement,top of the right bar panel,250,1,0.004,0.003333,1,0.000185,0.000211,0.000175
types,bar,legend_placement,top shared,250,1,0.004,0.005,1,0.000185,0.000105,0.000132
types,bar,legend_placement,"top, centered",250,1,0.004,0.003333,1,0.000185,0.000222,0.000185
types,bar,legend_placement,"top, horizontal",250,1,0.004,0.003333,4,0.000741,0.000889,0.000741
types,bar,legend_placement,top-center,250,1,0.004,0.005,1,0.000185,0.000222,0.000278
types,bar,legend_placement,top-center above the panels,250,1,0.004,0.005,2,0.00037,0.000727,0.000909
types,bar,legend_placement,top-center and bottom-center row legends,250,1,0.004,0.005,1,0.000185,0.00025,0.000313
types,bar,legend_placement,top/left,250,1,0.004,0.005,1,0.000185,7e-05,8.8e-05
types,bar,legend_placement,top/right of panels,250,1,0.004,0.005,1,0.000185,0.000143,0.000179
types,bar,legend_placement,top_center,250,1,0.004,0.003333,1,0.000185,0.00019,0.000159
types,bar,legend_placement,upper center,250,1,0.004,0.003333,1,0.000185,0.000138,0.000115
types,bar,legend_placement,upper center above both panels,250,1,0.004,0.003333,1,0.000185,0.000143,0.000119
types,bar,legend_placement,upper center of each panel,250,1,0.004,0.003333,1,0.000185,0.000138,0.000115
types,bar,legend_placement,upper center of left panel,250,1,0.004,0.003333,1,0.000185,0.000154,0.000128
types,bar,legend_placement,upper left,250,5,0.02,0.021667,10,0.001852,0.002026,0.00241
types,bar,legend_placement,upper left and upper right,250,1,0.004,0.003333,1,0.000185,0.000143,0.000119
types,bar,legend_placement,upper left in (a); upper center in (b),250,1,0.004,0.003333,1,0.000185,0.000148,0.000123
types,bar,legend_placement,upper left in each panel,250,1,0.004,0.005,1,0.000185,0.0002,0.00025
types,bar,legend_placement,upper right,250,6,0.024,0.023333,8,0.001481,0.001229,0.001257
types,bar,legend_placement,upper right of c,250,1,0.004,0.003333,1,0.000185,0.000148,0.000123
types,bar,legend_placement,upper-center in left panel and upper-right in right panel,250,1,0.004,0.005,1,0.000185,0.000267,0.000333
types,bar,legend_placement,upper-left,250,1,0.004,0.003333,1,0.000185,0.000143,0.000119
types,bar,legend_placement,"upper-left and upper-right, two semantic boxes",250,1,0.004,0.005,1,0.000185,0.000333,0.000417
types,bar,legend_placement,"upper-left in (a)/(b), upper-right in (c)",250,1,0.004,0.005,1,0.000185,0.000267,0.000333
types,bar,legend_placement,upper-left inside chart,250,1,0.004,0.005,1,0.000185,0.000174,0.000217
types,bar,legend_placement,upper-left inside each panel,250,2,0.008,0.008333,4,0.000741,0.000635,0.000602
types,bar,legend_placement,upper-left of bottom panel,250,1,0.004,0.005,1,0.000185,0.000148,0.000185
types,bar,legend_placement,upper-left of folding-time panel; none in bar panel,250,1,0.004,0.003333,1,0.000185,0.00025,0.000208
types,bar,legend_placement,upper-left/above bars,250,1,0.004,0.003333,1,0.000185,0.00019,0.000159
types,bar,legend_placement,upper-right,250,2,0.008,0.006667,5,0.000926,0.000492,0.00041
types,bar,legend_placement,upper-right in scatter panel; bar labels direct,250,1,0.004,0.005,1,0.000185,0.00025,0.000313
types,bar,legend_placement,upper-right inside each panel,250,1,0.004,0.003333,2,0.00037,0.0005,0.000417
types,bar,legend_placement,upper-right legends per panel,250,1,0.004,0.003333,1,0.000185,0.00019,0.000159
types,bar,legend_placement,upper-right of the right panel / shared across panels,250,1,0.004,0.003333,1,0.000185,0.00019,0.000159
types,bar,legend_placement,upper_center,250,1,0.004,0.005,1,0.000185,0.000174,0.000217
types,bar,legend_placement,upper_left,250,4,0.016,0.016667,5,0.000926,0.001338,0.001312
types,bar,legend_placement,upper_right,250,5,0.02,0.02,6,0.001111,0.001692,0.001611
types,bar,legend_placement,upper_right_in_each_panel,250,1,0.004,0.005,1,0.000185,0.000174,0.000217
types,bar,legend_placement,三列 panel 右侧共享图例,250,1,0.004,0.003333,1,0.000185,0.000182,0.000152
types,bar,legend_placement,三列 panels 右侧的共享图例,250,1,0.004,0.003333,1,0.000185,0.000182,0.000152
types,bar,legend_placement,上图右上；下图无独立 legend 或与上图复用,250,1,0.004,0.005,1,0.000185,0.00019,0.000238
types,bar,legend_placement,上方/右上方,250,1,0.004,0.003333,4,0.000741,0.000471,0.000392
types,bar,legend_placement,上方居中,250,1,0.004,0.003333,1,0.000185,0.0002,0.000167
types,bar,legend_placement,下部热图右下与条形图右上各有局部 legend,250,1,0.004,0.003333,1,0.000185,0.000308,0.000256
types,bar,legend_placement,单 panel 右上,250,1,0.004,0.003333,3,0.000556,0.000522,0.000435
types,bar,legend_placement,右 panel upper-right,250,1,0.004,0.003333,1,0.000185,0.000222,0.000185
types,bar,legend_placement,右上 legend,250,1,0.004,0.005,1,0.000185,0.000235,0.000294
types,bar,legend_placement,右上/各 panel 内,250,1,0.004,0.005,1,0.000185,0.00019,0.000238
types,bar,legend_placement,右上柱图上方/图内,250,1,0.004,0.005,1,0.000185,0.000138,0.000172
types,bar,legend_placement,右上角图例,250,1,0.004,0.003333,1,0.000185,0.000182,0.000152
types,bar,legend_placement,右下,250,1,0.004,0.005,1,0.000185,0.00019,0.000238
types,bar,legend_placement,右侧可靠性柱图右上,250,1,0.004,0.003333,1,0.000185,0.000174,0.000145
types,bar,legend_placement,右侧图例,250,1,0.004,0.005,1,0.000185,0.000138,0.000172
types,bar,legend_placement,右侧图外的跨面板 legend,250,1,0.004,0.005,1,0.000185,0.000364,0.000455
types,bar,legend_placement,各 panel 内上方/右上,250,1,0.004,0.005,1,0.000185,0.00019,0.000238
types,bar,legend_placement,各 panel 左上角,250,1,0.004,0.003333,1,0.000185,0.000121,0.000101
types,bar,legend_placement,各 panel 顶部,250,1,0.004,0.005,1,0.000185,9.8e-05,0.000122
types,bar,legend_placement,各 panel 顶部或内部,250,1,0.004,0.003333,1,0.000185,0.000121,0.000101
types,bar,legend_placement,各子图右上或图内,250,1,0.004,0.005,1,0.000185,0.000121,0.000152
types,bar,legend_placement,各面板上方/右上图例,250,1,0.004,0.005,1,0.000185,0.000235,0.000294
types,bar,legend_placement,各面板右上/上方图例,250,1,0.004,0.005,1,0.000185,0.000235,0.000294
types,bar,legend_placement,图(c)(d)上方或图内各自放置系列图例,250,1,0.004,0.003333,1,0.000185,0.000167,0.000139
types,bar,legend_placement,图上共享 legend,250,1,0.004,0.005,1,0.000185,0.000182,0.000227
types,bar,legend_placement,图内上方,250,1,0.004,0.003333,1,0.000185,0.0002,0.000167
types,bar,legend_placement,图顶端,250,1,0.004,0.005,1,0.000185,9.8e-05,0.000122
types,bar,legend_placement,图顶部,250,1,0.004,0.003333,1,0.000185,0.000167,0.000139
types,bar,legend_placement,图顶部/右上方,250,1,0.004,0.003333,1,0.000185,0.000118,9.8e-05
types,bar,legend_placement,左 panel legend；右 panel 复用颜色,250,1,0.004,0.003333,1,0.000185,0.000222,0.000185
types,bar,legend_placement,左上/图内,250,1,0.004,0.003333,1,0.000185,0.000118,9.8e-05
types,bar,legend_placement,左下/图内,250,1,0.004,0.003333,1,0.000185,0.000103,8.5e-05
types,bar,legend_placement,左侧 panel 内；右侧柱图下方,250,1,0.004,0.005,1,0.000185,0.000222,0.000278
types,bar,legend_placement,左图下方/右图下方居中,250,1,0.004,0.003333,1,0.000185,0.0002,0.000167
types,bar,legend_placement,左图右下角；右图无 legend,250,1,0.004,0.003333,1,0.000185,0.00019,0.000159
types,bar,legend_placement,整图共享图例,250,1,0.004,0.003333,1,0.000185,0.000118,9.8e-05
types,bar,legend_placement,每个 panel 上方重复图例,250,1,0.004,0.003333,1,0.000185,0.000174,0.000145
types,bar,legend_placement,每个 panel 上方重复方法图例,250,1,0.004,0.003333,1,0.000185,0.000182,0.000152
types,bar,legend_placement,每个 panel 顶部的重复方法图例,250,1,0.004,0.003333,1,0.000185,0.000182,0.000152
types,bar,legend_placement,顶部,250,2,0.008,0.01,2,0.00037,0.00036,0.00045
types,bar,legend_placement,顶部/内部,250,1,0.004,0.003333,1,0.000185,0.000121,0.000101
types,bar,legend_placement,顶部中央,250,1,0.004,0.003333,1,0.000185,0.000121,0.000101
types,bar,legend_placement,顶部共享,250,1,0.004,0.005,1,0.000185,0.000222,0.000278
types,box,legend_placement,bottom center,250,1,0.004,0.003333,1,0.000185,0.00025,0.000208
types,box,legend_placement,center between the 3D and 1D portions of panel (b),250,1,0.004,0.005,1,0.000185,0.000364,0.000455
types,box,legend_placement,inside upper-left of each panel,250,1,0.004,0.005,2,0.00037,0.000471,0.000588
types,box,legend_placement,right,250,1,0.004,0.003333,1,0.000185,0.000133,0.000111
types,box,legend_placement,upper center,250,1,0.004,0.005,1,0.000185,0.000222,0.000278
types,box,legend_placement,upper center above both panels,250,1,0.004,0.003333,2,0.00037,0.000286,0.000238
types,box,legend_placement,upper center of the right panel,250,1,0.004,0.005,1,0.000185,0.000364,0.000455
types,box,legend_placement,upper-left of HS panel,250,1,0.004,0.005,1,0.000185,0.000148,0.000185
types,box,legend_placement,upper-right,250,1,0.004,0.003333,2,0.00037,0.000235,0.000196
types,box,legend_placement,各 panel 顶部,250,1,0.004,0.005,1,0.000185,9.8e-05,0.000122
types,box,legend_placement,左上角,250,1,0.004,0.003333,1,0.000185,0.000121,0.000101
types,conceptual_diagram,legend_placement,(a)/(d) panel-internal labels,250,1,0.004,0.003333,1,0.000185,0.000182,0.000152
types,conceptual_diagram,legend_placement,C 右侧分成 Matryoshka SAE Features 与 Temporal SAE Features 两组；A/B 以面内文字直接标注,250,1,0.004,0.003333,1,0.000185,0.000182,0.000152
types,conceptual_diagram,legend_placement,above/upper-left token stream and right inset,250,1,0.004,0.003333,1,0.000185,0.00019,0.000159
types,conceptual_diagram,legend_placement,below,250,2,0.008,0.01,2,0.00037,0.000206,0.000257
types,conceptual_diagram,legend_placement,below each graph,250,1,0.004,0.005,1,0.000185,8.2e-05,0.000102
