paper_id,conference,analysis_stratum,sample_cohort,category,title,start_page,end_page,pages_spanned,main_text_call_count
iclr-2026-eb4983c11917,ICLR,oral,foundation_200,additional_result,J. Multi-Level Existence Benchmark Results,26,27,2,1
iclr-2026-eb4983c11917,ICLR,oral,foundation_200,ablation,K. Blind Visual Instruction Tuning,27,28,2,1
iclr-2026-eb4983c11917,ICLR,oral,foundation_200,failure_case,L. Hallucinations in Blind VQA,28,30,3,1
iclr-2026-eb4983c11917,ICLR,oral,foundation_200,qualitative_example,M. Additional Qualitative Examples,30,31,2,0
iclr-2026-9731e2f39bcc,ICLR,oral,foundation_200,other,A Supplementary Definitions,16,16,1,2
iclr-2026-9731e2f39bcc,ICLR,oral,foundation_200,extended_method,B.1 More discussions on FSTA,16,21,6,3
iclr-2026-9731e2f39bcc,ICLR,oral,foundation_200,proof,B.2 Proof of FSTA,21,26,6,2
iclr-2026-9731e2f39bcc,ICLR,oral,foundation_200,extended_method,C L2Seg Details,26,28,3,3
iclr-2026-9731e2f39bcc,ICLR,oral,foundation_200,implementation_detail,D.1 Backbone solvers,28,31,4,2
iclr-2026-9731e2f39bcc,ICLR,oral,foundation_200,implementation_detail,D.2 Baselines,31,31,1,1
iclr-2026-9731e2f39bcc,ICLR,oral,foundation_200,hyperparameter,D.3 Parameters and Training Hyperparameters,31,33,3,1
iclr-2026-9731e2f39bcc,ICLR,oral,foundation_200,dataset_detail,D.4 Instance Generation,32,33,2,1
iclr-2026-9731e2f39bcc,ICLR,oral,foundation_200,ablation,E.1 Hyperparameter Study,33,33,1,1
iclr-2026-9731e2f39bcc,ICLR,oral,foundation_200,additional_result,E.2 Results on Realistic Routing Datasets,34,34,1,1
iclr-2026-9731e2f39bcc,ICLR,oral,foundation_200,robustness,E.3 Results on Clustered CVRP and Heterogeneous-demand CVRP,34,35,2,1
iclr-2026-9731e2f39bcc,ICLR,oral,foundation_200,robustness,E.4 Standard Deviation Comparison,35,35,1,1
iclr-2026-9731e2f39bcc,ICLR,oral,foundation_200,qualitative_example,E.5 Case Study,35,36,2,1
iclr-2026-9731e2f39bcc,ICLR,oral,foundation_200,additional_result,E.6 Unstable and Stable Edges Convergence,36,36,1,1
iclr-2026-9731e2f39bcc,ICLR,oral,foundation_200,implementation_detail,E.7 The Neural Network Overheads of L2Seg,36,36,1,1
iclr-2026-9731e2f39bcc,ICLR,oral,foundation_200,reproducibility,E.8 Time of Training L2Seg,36,37,2,1
iclr-2026-9731e2f39bcc,ICLR,oral,foundation_200,ethics_impact,F Broader Impacts,36,37,2,1
iclr-2026-9731e2f39bcc,ICLR,oral,foundation_200,other,G Large Language Models Usage,37,37,1,1
iclr-2026-f37e773ebaa6,ICLR,oral,foundation_200,implementation_detail,A.1 Detailed Experiment Settings,15,16,2,2
iclr-2026-f37e773ebaa6,ICLR,oral,foundation_200,extended_method,A.2.1 Clustering Indicators,16,17,2,1
iclr-2026-f37e773ebaa6,ICLR,oral,foundation_200,extended_method,A.2.2 Predictor Pool Formulations,17,18,2,1
iclr-2026-f37e773ebaa6,ICLR,oral,foundation_200,qualitative_example,A.3 Visual Quality Comparisons,18,19,2,0
iclr-2026-f37e773ebaa6,ICLR,oral,foundation_200,robustness,A.4 Clustering Analysis and Solver Assignment,20,20,1,0
iclr-2026-f37e773ebaa6,ICLR,oral,foundation_200,robustness,A.5 Compatibility with LoRA Fine-Tuning,21,22,2,1
iclr-2026-f37e773ebaa6,ICLR,oral,foundation_200,extended_method,A.6 Demonstration of Runge-Kutta Method,22,23,2,1
iclr-2026-f37e773ebaa6,ICLR,oral,foundation_200,robustness,A.7 Clustering Stability under Extreme Settings,23,24,2,0
iclr-2026-247f0a285827,ICLR,oral,foundation_200,other,A.1 Use of Large Language Models in Paper Writing,14,14,1,0
iclr-2026-247f0a285827,ICLR,oral,foundation_200,reproducibility,A.2 Training Prompt Template,15,15,1,2
iclr-2026-247f0a285827,ICLR,oral,foundation_200,implementation_detail,A.3 Example of KeyChain-Augmented Training Data,15,15,1,1
iclr-2026-247f0a285827,ICLR,oral,foundation_200,qualitative_example,A.4 Comparison Between Traces of KeyChain vs. Non-KeyChain Models,16,16,1,1
iclr-2026-247f0a285827,ICLR,oral,foundation_200,qualitative_example,A.5 Trajectory Examples on Long-Context Retrieval,17,17,1,1
iclr-2026-247f0a285827,ICLR,oral,foundation_200,additional_result,A.6 LoongRL Training Dynamics,17,18,2,1
iclr-2026-247f0a285827,ICLR,oral,foundation_200,additional_result,A.7 LongBench-v2,17,18,2,0
iclr-2026-247f0a285827,ICLR,oral,foundation_200,implementation_detail,A.8 RULER,18,19,2,1
iclr-2026-247f0a285827,ICLR,oral,foundation_200,robustness,A.9 Needle-in-a-Haystack,19,19,1,1
iclr-2026-247f0a285827,ICLR,oral,foundation_200,ablation,A.10 UUID Ablation,19,20,2,1
iclr-2026-247f0a285827,ICLR,oral,foundation_200,additional_result,A.11 Emerging Skills Analysis During RL,20,20,1,1
iclr-2026-d548949c4ba4,ICLR,oral,foundation_200,other,A.1 The Key Bottlenecks Preventing the Model from Fully Solving This Problem,16,16,1,1
iclr-2026-d548949c4ba4,ICLR,oral,foundation_200,extended_method,A.2 Theoretical Foundation for Sinusoidal Embedding,16,17,2,1
iclr-2026-d548949c4ba4,ICLR,oral,foundation_200,implementation_detail,A.3 Code Correctness Verification,17,17,1,1
iclr-2026-d548949c4ba4,ICLR,oral,foundation_200,hyperparameter,A.4 Reward Details,18,19,2,1
iclr-2026-d548949c4ba4,ICLR,oral,foundation_200,additional_result,A.5 PPO Training Diagnostics,19,20,2,1
iclr-2026-d548949c4ba4,ICLR,oral,foundation_200,additional_result,A.6 More Baseline Models and Observations,19,23,5,2
iclr-2026-d548949c4ba4,ICLR,oral,foundation_200,additional_result,A.7 Generalization to Other LLMs,23,23,1,0
iclr-2026-d548949c4ba4,ICLR,oral,foundation_200,ablation,A.8 More Sparse Matrix Embedding,24,24,1,1
iclr-2026-d548949c4ba4,ICLR,oral,foundation_200,hyperparameter,A.9 Exploration-Exploitation Balance,24,25,2,1
iclr-2026-d548949c4ba4,ICLR,oral,foundation_200,qualitative_example,A.10 Examples of Different Sparse Matrix Needing Different High-Performance Code,25,26,2,1
iclr-2026-d548949c4ba4,ICLR,oral,foundation_200,additional_result,A.11 Performance Analysis,26,27,2,1
iclr-2026-d548949c4ba4,ICLR,oral,foundation_200,additional_result,A.12 GPU Utilization,27,27,1,0
iclr-2026-d548949c4ba4,ICLR,oral,foundation_200,extended_method,A.13 Differences of Performance Optimization Characteristics Between SpMV and SpMM,27,28,2,1
iclr-2026-d548949c4ba4,ICLR,oral,foundation_200,robustness,A.14 Scalability,28,28,1,1
iclr-2026-d548949c4ba4,ICLR,oral,foundation_200,failure_case,A.15 Failure Cases,28,29,2,1
iclr-2026-d548949c4ba4,ICLR,oral,foundation_200,other,A.16 Computational Cost Breakdown,29,29,1,1
iclr-2026-d548949c4ba4,ICLR,oral,foundation_200,other,A.17 Outweigh the Benefits of Generated Optimized Code,29,30,2,1
iclr-2026-d548949c4ba4,ICLR,oral,foundation_200,other,A.18 Extension to Other Backends,30,30,1,1
iclr-2026-d548949c4ba4,ICLR,oral,foundation_200,additional_result,A.19 Comparison with Human Expert Implementations,30,30,1,1
iclr-2026-d548949c4ba4,ICLR,oral,foundation_200,additional_result,A.20 Human-Readability,30,31,2,1
iclr-2026-d548949c4ba4,ICLR,oral,foundation_200,dataset_detail,A.21 Dataset Details,31,32,2,1
iclr-2026-d548949c4ba4,ICLR,oral,foundation_200,robustness,A.22 Permutation Robustness and Reordering,32,32,1,0
iclr-2026-d548949c4ba4,ICLR,oral,foundation_200,implementation_detail,A.23 Decoding Strategy and Beam Search,32,32,1,0
iclr-2026-d548949c4ba4,ICLR,oral,foundation_200,additional_result,A.24 Size-Matched and Budget-Matched Baselines,33,33,1,0
iclr-2026-d548949c4ba4,ICLR,oral,foundation_200,hyperparameter,A.25 Memory Penalty Detail,33,34,2,1
iclr-2026-d548949c4ba4,ICLR,oral,foundation_200,review_response_residue,A.26 Prior Art Positioning and Comparison Concerns,33,34,2,1
iclr-2026-d548949c4ba4,ICLR,oral,foundation_200,review_response_residue,A.27 Closed-Source LLM Comparison Concerns,34,35,2,0
iclr-2026-d548949c4ba4,ICLR,oral,foundation_200,review_response_residue,A.28 Pre-Training Scaling Concerns,35,35,1,0
iclr-2026-d548949c4ba4,ICLR,oral,foundation_200,implementation_detail,A.29 Prompt Design/Detail and Rationale for Removing Language Input,35,38,4,0
iclr-2026-b22813abf7f0,ICLR,oral,foundation_200,implementation_detail,A.1 Prompt Template,17,17,1,1
iclr-2026-b22813abf7f0,ICLR,oral,foundation_200,extended_method,A.2 Algorithm,17,17,1,1
iclr-2026-b22813abf7f0,ICLR,oral,foundation_200,hyperparameter,A.3 Training,17,18,2,1
iclr-2026-b22813abf7f0,ICLR,oral,foundation_200,implementation_detail,A.4 Evaluation,18,19,2,1
iclr-2026-b22813abf7f0,ICLR,oral,foundation_200,additional_result,B. Computation Complexity,19,20,2,1
iclr-2026-b22813abf7f0,ICLR,oral,foundation_200,qualitative_example,C. Case Study,20,21,2,1
iclr-2026-b22813abf7f0,ICLR,oral,foundation_200,ablation,D. Supplementary Experiments,22,23,2,1
iclr-2026-b22813abf7f0,ICLR,oral,foundation_200,other,E. LLM Usage,23,23,1,0
iclr-2026-b22813abf7f0,ICLR,oral,foundation_200,failure_case,F. Failure Pattern Study,24,29,6,1
iclr-2026-b7a66e10bf69,ICLR,oral,replication_200,implementation_detail,"Rendering parameters, camera setup, and augmentation strategies",6,6,1,1
iclr-2026-b7a66e10bf69,ICLR,oral,replication_200,reproducibility,Benchmark test image indices,7,7,1,1
iclr-2026-b7a66e10bf69,ICLR,oral,replication_200,qualitative_example,Additional qualitative analyses,8,8,1,1
iclr-2026-b7a66e10bf69,ICLR,oral,replication_200,additional_result,"Additional experiments, analysis, and discussion",9,9,1,1
iclr-2026-dba10825e0af,ICLR,oral,foundation_200,extended_method,A.1 PI,12,12,1,2
iclr-2026-dba10825e0af,ICLR,oral,foundation_200,extended_method,A.2 Details of YaRN,12,13,2,1
iclr-2026-dba10825e0af,ICLR,oral,foundation_200,proof,A.2.1 YaRN is a Regressive Radix Conversion,13,14,2,1
iclr-2026-dba10825e0af,ICLR,oral,foundation_200,implementation_detail,B Details of MrRoPE Methodology,14,15,2,1
iclr-2026-dba10825e0af,ICLR,oral,foundation_200,hyperparameter,B.1 Hyperparameters Guideline,14,15,2,1
iclr-2026-dba10825e0af,ICLR,oral,foundation_200,additional_result,C.1 PPL Results of LLaMA2-7B-chat-hf,15,15,1,1
iclr-2026-dba10825e0af,ICLR,oral,foundation_200,additional_result,C.2 LongBench-V2 Results,15,16,2,1
iclr-2026-dba10825e0af,ICLR,oral,foundation_200,other,D Use of LLMs,15,16,2,0
iclr-2026-dba10825e0af,ICLR,oral,foundation_200,other,E Limitation,16,16,1,0
iclr-2026-009a09dc4347,ICLR,oral,foundation_200,other,A Additional Related Work on Game-Theoretic RLHF,16,16,1,0
iclr-2026-009a09dc4347,ICLR,oral,foundation_200,extended_method,B Pseudo-Algorithm of MNPO,16,16,1,2
iclr-2026-009a09dc4347,ICLR,oral,foundation_200,implementation_detail,C Experimental Details,16,17,2,1
iclr-2026-009a09dc4347,ICLR,oral,foundation_200,additional_result,D Additional Results,17,18,2,0
iclr-2026-009a09dc4347,ICLR,oral,foundation_200,extended_method,E Formulations of Preference Optimization Objectives,17,19,3,1
iclr-2026-009a09dc4347,ICLR,oral,foundation_200,proof,F Mathematical Analysis,17,20,4,2
iclr-2026-009a09dc4347,ICLR,oral,foundation_200,failure_case,G Limitations and Future Work / G.1 External Opponent Players,20,21,2,0
iclr-2026-fd78f005be2e,ICLR,oral,foundation_200,additional_result,A State of the Art Comparison,16,17,2,1
iclr-2026-fd78f005be2e,ICLR,oral,foundation_200,proof,B.1 Warmup: Gaussian Estimation with Finite Data,18,20,3,1
iclr-2026-fd78f005be2e,ICLR,oral,foundation_200,other,B.2 Roadmap: Logical Structure of the Proofs,20,21,2,1
iclr-2026-fd78f005be2e,ICLR,oral,foundation_200,proof,"B.3 Assumptions, Notation, and Identities",21,23,3,1
iclr-2026-fd78f005be2e,ICLR,oral,foundation_200,proof,B.4 Neon Improves under Anti-alignment,23,25,3,1
iclr-2026-fd78f005be2e,ICLR,oral,foundation_200,proof,B.5 Upper Bound on s and Sufficient Conditions for Anti-alignment,25,27,3,1
iclr-2026-fd78f005be2e,ICLR,oral,foundation_200,proof,B.6 Acute-angle Conditions that Imply s<0 (AR Models),27,28,2,1
iclr-2026-fd78f005be2e,ICLR,oral,foundation_200,proof,B.7 Acute-angle Conditions that Imply s<0 (Diffusion & Flow),28,30,3,1
iclr-2026-fd78f005be2e,ICLR,oral,foundation_200,proof,B.8 Neighbor Models: Stability and Uniform Neon Improvement,30,32,3,1
iclr-2026-fd78f005be2e,ICLR,oral,foundation_200,proof,B.9 When Self-training Helps,32,34,3,1
iclr-2026-fd78f005be2e,ICLR,oral,foundation_200,proof,B.10 Notes on Finite Synthetic Set and Effect of Short Fine-tuning,34,36,3,1
iclr-2026-fd78f005be2e,ICLR,oral,foundation_200,additional_result,B.11 Toy Experiment,37,38,2,1
iclr-2026-fd78f005be2e,ICLR,oral,foundation_200,implementation_detail,C Experiments Details,39,41,3,1
iclr-2026-fd78f005be2e,ICLR,oral,foundation_200,robustness,D Additional Experiments for Diffusion and Flow Matching Models,42,42,1,1
iclr-2026-fd78f005be2e,ICLR,oral,foundation_200,qualitative_example,E xAR-B on ImageNet-256 Synthesized Images,43,43,1,1
iclr-2026-fd78f005be2e,ICLR,oral,foundation_200,qualitative_example,F xAR-L on ImageNet-256 Synthesized Images,44,44,1,1
iclr-2026-fd78f005be2e,ICLR,oral,foundation_200,qualitative_example,G VAR-d16 on ImageNet-256 Synthesized Images,45,45,1,1
iclr-2026-fd78f005be2e,ICLR,oral,foundation_200,qualitative_example,H IMM on ImageNet-256 Synthesized Images,46,49,4,1
iclr-2026-fd78f005be2e,ICLR,oral,foundation_200,qualitative_example,I VAR-d36-s on ImageNet-512 Synthesized Images,50,53,4,1
iclr-2026-fd78f005be2e,ICLR,oral,foundation_200,qualitative_example,J EDM-VP on FFHQ-64 Synthesized Images,54,54,1,1
iclr-2026-fd78f005be2e,ICLR,oral,foundation_200,qualitative_example,K Visualizing Neon’s Effect on Individual Samples,55,57,3,1
iclr-2026-963229d0140f,ICLR,oral,foundation_200,qualitative_example,A More Results: qualitative examples,17,17,1,1
iclr-2026-963229d0140f,ICLR,oral,foundation_200,additional_result,A More Results: OneIG and WISE tables,18,18,1,1
iclr-2026-963229d0140f,ICLR,oral,foundation_200,dataset_detail,B Data Pipelines,19,20,2,3
iclr-2026-963229d0140f,ICLR,oral,foundation_200,implementation_detail,C Image Tokenizer: normalization code,20,20,1,1
iclr-2026-963229d0140f,ICLR,oral,foundation_200,additional_result,C Image Tokenizer: latent distributions,21,21,1,1
iclr-2026-963229d0140f,ICLR,oral,foundation_200,failure_case,D Artifacts and NextStep-1.1,20,22,3,0
iclr-2026-963229d0140f,ICLR,oral,foundation_200,additional_result,D Inference Latency,21,23,3,1
iclr-2026-963229d0140f,ICLR,oral,foundation_200,other,D High-Resolution and SFT Challenges,23,23,1,0
iclr-2026-963229d0140f,ICLR,oral,foundation_200,other,E LLM Usage,23,23,1,0
iclr-2026-a52a988a4775,ICLR,oral,foundation_200,other,Appendix Contents,14,14,1,1
iclr-2026-a52a988a4775,ICLR,oral,foundation_200,ethics_impact,A Ethics statement,15,15,1,0
iclr-2026-a52a988a4775,ICLR,oral,foundation_200,other,B LLM usage,15,15,1,0
iclr-2026-a52a988a4775,ICLR,oral,foundation_200,extended_method,C Federated Optimization Algorithms and their Complexity,16,17,2,1
iclr-2026-a52a988a4775,ICLR,oral,foundation_200,other,D Related Work,17,21,5,1
iclr-2026-a52a988a4775,ICLR,oral,foundation_200,proof,E Technical Preliminaries,21,22,2,1
iclr-2026-a52a988a4775,ICLR,oral,foundation_200,proof,F Proofs for I-CGM,23,32,10,1
iclr-2026-a52a988a4775,ICLR,oral,foundation_200,extended_method,G I-CGM-RG-SAGA with Inexact Initialization,32,36,5,1
iclr-2026-a52a988a4775,ICLR,oral,foundation_200,proof,H Solving the Subproblems with Local Stochastic CGM,37,38,2,1
iclr-2026-a52a988a4775,ICLR,oral,foundation_200,other,I Discussion on the SAG estimator,38,39,2,1
iclr-2026-a52a988a4775,ICLR,oral,foundation_200,additional_result,J Additional details and experiments,39,43,5,1
iclr-2026-a52a988a4775,ICLR,oral,foundation_200,ablation,J.1.1 Ablation studies of I-CGM-RG-SAGA,39,41,3,1
iclr-2026-a52a988a4775,ICLR,oral,foundation_200,additional_result,"J.2–J.4 Logistic regression, EMNIST and CIFAR10 details",40,43,4,1
iclr-2026-3c3e3a191645,ICLR,oral,foundation_200,proof,Appendix A Detailed Proof of Geometric Ambiguity,13,14,2,1
iclr-2026-3c3e3a191645,ICLR,oral,foundation_200,implementation_detail,Appendix B Implementation Details,14,14,1,1
iclr-2026-3c3e3a191645,ICLR,oral,foundation_200,reproducibility,Appendix B dataset and prompt details,14,14,1,1
iclr-2026-3c3e3a191645,ICLR,oral,foundation_200,other,Appendix C LLM Usage Disclosure,15,15,1,0
iclr-2026-cdc551019493,ICLR,oral,foundation_200,other,A Use of LLM,18,18,1,0
iclr-2026-cdc551019493,ICLR,oral,foundation_200,other,B Related Work,18,19,2,1
iclr-2026-cdc551019493,ICLR,oral,foundation_200,extended_method,C Method: Imbalanced Feature Mixup,19,19,1,1
iclr-2026-cdc551019493,ICLR,oral,foundation_200,proof,D Theory Proof,19,24,6,3
iclr-2026-cdc551019493,ICLR,oral,foundation_200,reproducibility,E Algorithm Pseudocode,24,25,2,1
iclr-2026-cdc551019493,ICLR,oral,foundation_200,dataset_detail,F Definition of Graph Class Imbalance and Topological Imbalance,25,26,2,1
iclr-2026-cdc551019493,ICLR,oral,foundation_200,dataset_detail,G Dataset,26,30,5,2
iclr-2026-cdc551019493,ICLR,oral,foundation_200,hyperparameter,H Experiment Setting,30,31,2,1
iclr-2026-cdc551019493,ICLR,oral,foundation_200,additional_result,I Additional Experimental Results,31,38,8,3
iclr-2026-cdc551019493,ICLR,oral,foundation_200,other,J Limitation Discussion and Future Work,38,38,1,0
iclr-2026-98752ebdf7d6,ICLR,oral,foundation_200,other,Appendix A Related Work,15,16,2,1
iclr-2026-98752ebdf7d6,ICLR,oral,foundation_200,extended_method,Appendix B Additional Notation and Preliminaries,16,17,2,2
iclr-2026-98752ebdf7d6,ICLR,oral,foundation_200,additional_result,Appendix C Additional Experiments,17,20,4,2
iclr-2026-98752ebdf7d6,ICLR,oral,foundation_200,proof,Appendix D Proof of Section 4,18,23,6,1
iclr-2026-98752ebdf7d6,ICLR,oral,foundation_200,proof,Appendix E Proof of Theorem 5.1,23,30,8,1
iclr-2026-98752ebdf7d6,ICLR,oral,foundation_200,extended_method,Appendix F Algorithms and Diagrams,30,33,4,1
iclr-2026-98752ebdf7d6,ICLR,oral,foundation_200,proof,Appendix G Proof of Theorem 5.2 (Full-Information),32,34,3,1
iclr-2026-98752ebdf7d6,ICLR,oral,foundation_200,proof,Appendix H Proof of Theorem 5.2 (Bandit),34,36,3,1
iclr-2026-98752ebdf7d6,ICLR,oral,foundation_200,proof,Appendix I Proof of Theorem 6.2,36,37,2,1
iclr-2026-98752ebdf7d6,ICLR,oral,foundation_200,proof,Appendix J Proof of Theorem 6.3,38,43,6,1
iclr-2026-98752ebdf7d6,ICLR,oral,foundation_200,proof,Appendix K Proof of Section 7,43,45,3,1
iclr-2026-98752ebdf7d6,ICLR,oral,foundation_200,proof,Appendix L Properties of FTRL,45,46,2,1
iclr-2026-98752ebdf7d6,ICLR,oral,foundation_200,other,Appendix M Conclusion and Limitations,46,46,1,1
iclr-2026-f8f364a44221,ICLR,oral,foundation_200,other,Appendix Table of Contents,20,21,2,0
iclr-2026-f8f364a44221,ICLR,oral,foundation_200,implementation_detail,A Training Details,22,23,2,1
iclr-2026-f8f364a44221,ICLR,oral,foundation_200,reproducibility,B Evaluation Details,23,25,3,1
iclr-2026-f8f364a44221,ICLR,oral,foundation_200,robustness,C Decontamination,25,26,2,1
iclr-2026-f8f364a44221,ICLR,oral,foundation_200,additional_result,D Additional Scaling Experiments,27,30,4,1
iclr-2026-f8f364a44221,ICLR,oral,foundation_200,ablation,E Additional Data Recipe Experiments,30,35,6,1
iclr-2026-f8f364a44221,ICLR,oral,foundation_200,additional_result,F Model Reasoning Performance Analysis,36,38,3,0
iclr-2026-f8f364a44221,ICLR,oral,foundation_200,additional_result,G Surpassing the Teacher with Distillation for Legal Reasoning,38,39,2,0
iclr-2026-f8f364a44221,ICLR,oral,foundation_200,additional_result,H All Teachers Ablations,39,39,1,1
iclr-2026-f8f364a44221,ICLR,oral,foundation_200,ethics_impact,I Safety Analysis of OpenThinker Models,39,40,2,0
iclr-2026-f8f364a44221,ICLR,oral,foundation_200,additional_result,J Existing Frontier Model Evaluations,40,41,2,0
iclr-2026-f8f364a44221,ICLR,oral,foundation_200,robustness,K Testing reasoning robustness: Alice in Wonderland evaluation,40,43,4,0
iclr-2026-f8f364a44221,ICLR,oral,foundation_200,reproducibility,L Compute Requirements,44,44,1,0
iclr-2026-f8f364a44221,ICLR,oral,foundation_200,failure_case,M Sourcing reasoning traces from the Web,44,44,1,0
iclr-2026-f8f364a44221,ICLR,oral,foundation_200,ethics_impact,N Licenses of Existing Assets,45,46,2,0
iclr-2026-f8f364a44221,ICLR,oral,foundation_200,extended_method,O Pipeline Details,46,64,19,3
iclr-2026-f8f364a44221,ICLR,oral,foundation_200,additional_result,P Pipeline Experiments Expanded Results,65,72,8,1
iclr-2026-883c05e1e1dc,ICLR,oral,foundation_200,proof,A Proofs,13,23,11,2
iclr-2026-883c05e1e1dc,ICLR,oral,foundation_200,extended_method,A.2 Reward-level versus return-level feedback,14,15,2,1
iclr-2026-883c05e1e1dc,ICLR,oral,foundation_200,proof,A.3–A.4 Confidence and regret proof,16,18,3,1
iclr-2026-883c05e1e1dc,ICLR,oral,foundation_200,robustness,A.5 Weaker assumptions,18,21,4,1
iclr-2026-883c05e1e1dc,ICLR,oral,foundation_200,proof,A.6 Useful properties,21,23,3,1
iclr-2026-883c05e1e1dc,ICLR,oral,foundation_200,additional_result,B.1 Compute,23,23,1,1
iclr-2026-883c05e1e1dc,ICLR,oral,foundation_200,robustness,B.2 Reward-label requests,23,24,2,1
iclr-2026-883c05e1e1dc,ICLR,oral,foundation_200,additional_result,B.3 First-order UCB optimization,24,25,2,1
iclr-2026-883c05e1e1dc,ICLR,oral,foundation_200,additional_result,B.4 OGBench loco-navigation,24,25,2,1
iclr-2026-883c05e1e1dc,ICLR,oral,foundation_200,robustness,"B.5–B.7 Mismatch, nonlinear reward and noise",26,27,2,1
iclr-2026-883c05e1e1dc,ICLR,oral,foundation_200,additional_result,C Full experimental results,28,29,2,2
iclr-2026-883c05e1e1dc,ICLR,oral,foundation_200,implementation_detail,D Training protocol,28,31,4,1
iclr-2026-883c05e1e1dc,ICLR,oral,foundation_200,dataset_detail,E Experiment protocol,31,32,2,1
iclr-2026-883c05e1e1dc,ICLR,oral,foundation_200,hyperparameter,F Inference hyper-parameters,32,34,3,1
iclr-2026-05937b7dc737,ICLR,oral,foundation_200,proof,A Theoretical Foundation,13,15,3,3
iclr-2026-05937b7dc737,ICLR,oral,foundation_200,proof,B Lossless of Naive HSD,15,18,4,1
iclr-2026-05937b7dc737,ICLR,oral,foundation_200,proof,C Lossless of HSD,19,23,5,2
iclr-2026-05937b7dc737,ICLR,oral,foundation_200,proof,D Expected Number of Accepted Tokens,23,28,6,2
iclr-2026-05937b7dc737,ICLR,oral,foundation_200,additional_result,E Extended Experiments,28,28,1,1
iclr-2026-05937b7dc737,ICLR,oral,foundation_200,implementation_detail,F Python Implementation,28,31,4,1
iclr-2026-05937b7dc737,ICLR,oral,foundation_200,extended_method,G Integration with Recursive Reject Sampling,32,32,1,1
iclr-2026-05937b7dc737,ICLR,oral,foundation_200,implementation_detail,H Computation Efficiency,33,34,2,1
iclr-2026-061ba26bb9ff,ICLR,oral,foundation_200,proof,A Field Theory Approach,13,20,8,2
iclr-2026-061ba26bb9ff,ICLR,oral,foundation_200,additional_result,B Analytical Computations for the BBP,20,22,3,2
iclr-2026-061ba26bb9ff,ICLR,oral,foundation_200,proof,C Derivation of the Overlap,22,23,2,1
iclr-2026-061ba26bb9ff,ICLR,oral,foundation_200,robustness,D Dependency on p* and Underparametrization,23,24,2,1
iclr-2026-061ba26bb9ff,ICLR,oral,foundation_200,extended_method,E Extension to Other Non-linearities,24,24,1,1
iclr-2026-061ba26bb9ff,ICLR,oral,foundation_200,additional_result,F Connection to Dynamics,25,26,2,2
iclr-2026-49937f5dcda4,ICLR,oral,foundation_200,robustness,A Newton Convergence for ParaGRU and ParaLSTM,15,16,2,2
iclr-2026-49937f5dcda4,ICLR,oral,foundation_200,additional_result,B Details on Profiling Results and B.1 application modalities,17,19,3,1
iclr-2026-49937f5dcda4,ICLR,oral,foundation_200,ablation,B.1 Kernel chunk-size ablation,19,20,2,1
iclr-2026-49937f5dcda4,ICLR,oral,foundation_200,robustness,B.2 Throughput and B.3 Memory Profiling,20,20,1,1
iclr-2026-49937f5dcda4,ICLR,oral,foundation_200,implementation_detail,C.1 Language Modeling,21,23,3,2
iclr-2026-49937f5dcda4,ICLR,oral,foundation_200,dataset_detail,C.2 Synthetic Tasks,23,24,2,1
iclr-2026-49937f5dcda4,ICLR,oral,foundation_200,extended_method,D.1 Main Classes and D.2 Solver Implementations,25,28,4,2
iclr-2026-49937f5dcda4,ICLR,oral,foundation_200,reproducibility,D.3 Example Use,28,30,3,2
iclr-2026-49937f5dcda4,ICLR,oral,foundation_200,extended_method,D.4 Extensions to Other Jacobian Structures,30,31,2,1
iclr-2026-49937f5dcda4,ICLR,oral,foundation_200,other,E Use of AI Writing Assistance,32,32,1,0
iclr-2026-7c24d2356ca5,ICLR,oral,foundation_200,additional_result,A.1 Relation between Dataset Quality and Reweighting,16,16,1,1
iclr-2026-7c24d2356ca5,ICLR,oral,foundation_200,robustness,A.2 Reweighing Sensitivity Analysis,16,17,2,1
iclr-2026-7c24d2356ca5,ICLR,oral,foundation_200,implementation_detail,A.3 Training Details,17,17,1,1
iclr-2026-7c24d2356ca5,ICLR,oral,foundation_200,implementation_detail,A.4 Computational Cost,18,18,1,0
iclr-2026-7c24d2356ca5,ICLR,oral,foundation_200,ablation,A.5 Deterministic Sampler vs. Stochastic Sampler,18,19,2,0
iclr-2026-7c24d2356ca5,ICLR,oral,foundation_200,ablation,A.6 Further Ablations on Sampling Hyperparameters,19,21,3,1
iclr-2026-7c24d2356ca5,ICLR,oral,foundation_200,qualitative_example,A.7 Case Study 1: The Effectiveness of Pareto-Conditioning,21,22,2,1
iclr-2026-7c24d2356ca5,ICLR,oral,foundation_200,additional_result,A.8 Case Study 2: Scalability to Many-Objective Problems,22,23,2,0
iclr-2026-7c24d2356ca5,ICLR,oral,foundation_200,extended_method,A.9 Detailed Look at Conditioning Point Generation,23,24,2,1
iclr-2026-7c24d2356ca5,ICLR,oral,foundation_200,other,A.10 Use of Large Language Models,23,23,1,0
iclr-2026-7c24d2356ca5,ICLR,oral,foundation_200,additional_result,A.11 100th Percentile Results,23,27,5,1
iclr-2026-7c24d2356ca5,ICLR,oral,foundation_200,additional_result,A.12 75th Percentile Results,23,30,8,1
iclr-2026-7c24d2356ca5,ICLR,oral,foundation_200,additional_result,A.13 50th Percentile Results,26,33,8,1
iclr-2026-12331806f03c,ICLR,oral,foundation_200,other,A Limitations,14,14,1,1
